rank,normalized_hand,win_rate,standard_deviation,confidence_interval,simulations
116,AsAhKh6s,0.680333,0.004916,0.009635,9000
117,AsAhKhJs,0.679333,0.004920,0.009643,9000
118,AsAhJs4h,0.679222,0.004920,0.009644,9000
119,AsAhQdJs,0.679222,0.004920,0.009644,9000
120,AsAhJsTd,0.679000,0.004921,0.009645,9000
121,AsAhKs8h,0.678889,0.004922,0.009646,9000
122,AsAhTh3s,0.678778,0.004922,0.009647,9000
123,AsAhKsJh,0.678667,0.004922,0.009648,9000
124,AsAhKs6h,0.678000,0.004925,0.009653,9000
125,AsAhJh4s,0.677889,0.004926,0.009654,9000
126,AsAh9s3h,0.677778,0.004926,0.009655,9000
127,AsAh7h3s,0.677556,0.004927,0.009657,9000
128,AsAhKh3s,0.677444,0.004927,0.009658,9000
129,AsAhKs3h,0.677222,0.004928,0.009659,9000
130,AsAhJh6s,0.676889,0.004930,0.009662,9000
131,AsAh8s4h,0.676667,0.004931,0.009664,9000
132,AsAh4s2h,0.676556,0.004931,0.009665,9000
133,AsAhJdTh,0.676333,0.004932,0.009666,9000
134,AsAh5s2h,0.676222,0.004932,0.009667,9000
135,AsAhJdTs,0.675889,0.004934,0.009670,9000
136,AsAhKs7h,0.675889,0.004934,0.009670,9000
137,AsAhKs9h,0.675444,0.004935,0.009673,9000
138,AsAhTd9s,0.674889,0.004938,0.009678,9000
139,AsAhQs7h,0.674444,0.004939,0.009681,9000
140,AsAh5h2s,0.674333,0.004940,0.009682,9000
141,AsAh8h3s,0.673111,0.004944,0.009691,9000
142,AsAhTs9d,0.673111,0.004944,0.009691,9000
143,AsAhTd8s,0.673000,0.004945,0.009692,9000
144,AsAhQdTs,0.672778,0.004946,0.009694,9000
145,AsAhQh2s,0.672667,0.004946,0.009695,9000
146,AsAh5s4d,0.672333,0.004948,0.009697,9000
147,AsAhQhTd,0.672333,0.004948,0.009697,9000
148,AsAh7h2s,0.671889,0.004949,0.009700,9000
149,AsAh8d6s,0.671556,0.004951,0.009703,9000
150,AsAhJhTh,0.671556,0.004951,0.009703,9000
151,AsAhQsTd,0.671444,0.004951,0.009704,9000
152,AsAhQs6h,0.671333,0.004951,0.009705,9000
153,AsAh6s2h,0.671222,0.004952,0.009706,9000
154,AsAhJhTd,0.671222,0.004952,0.009706,9000
155,AsAhJh7d,0.670556,0.004954,0.009711,9000
156,AsAh8h2s,0.670444,0.004955,0.009711,9000
157,AsAhJd5h,0.670444,0.004955,0.009711,9000
158,AsAh9s8s,0.670444,0.004955,0.009711,9000
159,AsAh8d7h,0.670111,0.004956,0.009714,9000
160,AsAh9s2h,0.669778,0.004957,0.009716,9000
161,AsAhTh8d,0.669222,0.004959,0.009720,9000
162,AsAh9d8d,0.669222,0.004959,0.009720,9000
163,AsAh6h2s,0.669111,0.004960,0.009721,9000
164,AsAhJd9h,0.668667,0.004962,0.009725,9000
165,AsAh9h8d,0.668556,0.004962,0.009725,9000
166,AsAh8s2h,0.668556,0.004962,0.009725,9000
167,AsAhTd8h,0.668556,0.004962,0.009725,9000
168,AsAhQh5d,0.668111,0.004964,0.009729,9000
169,AsAhQdJh,0.668111,0.004964,0.009729,9000
170,AsAhJd8s,0.667889,0.004964,0.009730,9000
171,AsAh9s8d,0.667778,0.004965,0.009731,9000
172,AsAh9d8h,0.667778,0.004965,0.009731,9000
173,AsAh7d5s,0.667667,0.004965,0.009732,9000
174,AsAhTd9h,0.667556,0.004966,0.009733,9000
175,AsAhQhJd,0.667556,0.004966,0.009733,9000
176,AsAhQsJd,0.667222,0.004967,0.009735,9000
177,AsAhTs7d,0.667222,0.004967,0.009735,9000
178,AsAhQdTh,0.667222,0.004967,0.009735,9000
179,AsAhTh9d,0.667111,0.004967,0.009736,9000
180,AsAh7h6d,0.666778,0.004969,0.009739,9000
181,AsAh8h7d,0.666667,0.004969,0.009739,9000
182,AsAhKdJs,0.666667,0.004969,0.009739,9000
183,AsAhTs8d,0.666000,0.004972,0.009744,9000
184,AsAhQs5d,0.665889,0.004972,0.009745,9000
185,AsAhKd5h,0.665667,0.004973,0.009747,9000
186,AsAh6s5s,0.665667,0.004973,0.009747,9000
187,AsAhTh5d,0.665667,0.004973,0.009747,9000
188,AsAh9d8s,0.665667,0.004973,0.009747,9000
189,AsAhJdTd,0.665000,0.004975,0.009751,9000
190,AsAh8s7d,0.664889,0.004976,0.009752,9000
191,AsAh8s5d,0.664778,0.004976,0.009753,9000
192,AsAh6h5d,0.664778,0.004976,0.009753,9000
193,AsAhKdQh,0.664667,0.004976,0.009754,9000
194,AsAh7s5d,0.664667,0.004976,0.009754,9000
195,AsAhTh4d,0.664556,0.004977,0.009755,9000
196,AsAhTh3d,0.664556,0.004977,0.009755,9000
197,AsAhTd7d,0.664333,0.004978,0.009756,9000
198,AsAh7s5s,0.664222,0.004978,0.009757,9000
199,AsAhQd9s,0.664222,0.004978,0.009757,9000
200,AsAhKh3d,0.664111,0.004978,0.009758,9000
201,AsAh6s5d,0.664111,0.004978,0.009758,9000
202,AsAhTd7s,0.664000,0.004979,0.009759,9000
203,AsAhJd5s,0.664000,0.004979,0.009759,9000
204,AsAhTs4d,0.664000,0.004979,0.009759,9000
205,AsAh8s6d,0.663778,0.004980,0.009760,9000
206,AsAhJd3s,0.663667,0.004980,0.009761,9000
207,AsAh8d6h,0.663556,0.004981,0.009762,9000
208,AsAhJd9s,0.663556,0.004981,0.009762,9000
209,AsAhJd8h,0.663556,0.004981,0.009762,9000
210,AsAh8d5s,0.663333,0.004981,0.009763,9000
211,AsAhTd6h,0.663333,0.004981,0.009763,9000
212,AsAh8d5h,0.663222,0.004982,0.009764,9000
213,AsAhQd8s,0.663222,0.004982,0.009764,9000
214,AsAh7h5d,0.663111,0.004982,0.009765,9000
215,AsAh7d5h,0.662889,0.004983,0.009767,9000
216,AsAhJh9d,0.662889,0.004983,0.009767,9000
217,AsAhKhQd,0.662444,0.004985,0.009770,9000
218,AsAhTd6s,0.662444,0.004985,0.009770,9000
219,AsAhJs9d,0.662444,0.004985,0.009770,9000
220,AsAhQh8d,0.662333,0.004985,0.009771,9000
221,AsAhKsJd,0.662333,0.004985,0.009771,9000
222,AsAhQd8h,0.662333,0.004985,0.009771,9000
223,AsAhTs9s,0.662222,0.004985,0.009771,9000
224,AsAhTd7h,0.662111,0.004986,0.009772,9000
225,AsAhJsTs,0.662111,0.004986,0.009772,9000
226,KsKhTsTh,0.662000,0.004986,0.009773,9000
227,AsAhTh6d,0.662000,0.004986,0.009773,9000
228,AsAh7s6d,0.662000,0.004986,0.009773,9000
229,AsAhQh2d,0.662000,0.004986,0.009773,9000
230,AsAh8d4h,0.661889,0.004987,0.009774,9000
231,AsAhTd2s,0.661889,0.004987,0.009774,9000
232,AsAh9s6d,0.661889,0.004987,0.009774,9000
233,AsAh7d6h,0.661778,0.004987,0.009774,9000
234,AsAh9h7d,0.661778,0.004987,0.009774,9000
235,AsAhTh7d,0.661778,0.004987,0.009774,9000
236,AsAh7h4d,0.661556,0.004988,0.009776,9000
237,AsAh8h7h,0.661556,0.004988,0.009776,9000
238,AsAh7s4d,0.661556,0.004988,0.009776,9000
239,AsAh6d4s,0.661333,0.004989,0.009778,9000
240,AsAhTd4s,0.661333,0.004989,0.009778,9000
241,AsAhJs8d,0.661333,0.004989,0.009778,9000
242,AsAhKsTd,0.661333,0.004989,0.009778,9000
243,AsAh8d7d,0.661222,0.004989,0.009778,9000
244,AsAh8d7s,0.661111,0.004989,0.009779,9000
245,AsAhTd8d,0.661111,0.004989,0.009779,9000
246,AsAh5d4s,0.661000,0.004734,0.009278,10000
247,AsAh8s4d,0.660889,0.004990,0.009781,9000
248,AsAh5d4h,0.660889,0.004990,0.009781,9000
249,AsAh6d5h,0.660800,0.004734,0.009279,10000
250,AsAhJd4s,0.660778,0.004991,0.009781,9000
251,AsAhKdTs,0.660778,0.004991,0.009781,9000
252,AsAhQd3h,0.660778,0.004991,0.009781,9000
253,AsAh6d5s,0.660600,0.004735,0.009281,10000
254,AsAhKs9d,0.660556,0.004991,0.009783,9000
255,AsAh9h7h,0.660444,0.004992,0.009784,9000
256,AsAh7d6s,0.660400,0.004736,0.009282,10000
257,AsAhJd7h,0.660333,0.004992,0.009785,9000
258,AsAhTh8h,0.660333,0.004992,0.009785,9000
259,AsAhTd2h,0.660111,0.004993,0.009786,9000
260,AsAh9d7s,0.660111,0.004993,0.009786,9000
261,AsAh9d7h,0.660111,0.004993,0.009786,9000
262,AsAhJd8d,0.660000,0.004993,0.009787,9000
263,AsAhQd2h,0.660000,0.004993,0.009787,9000
264,AsAhJh8d,0.659900,0.004737,0.009285,10000
265,AsAhQd5h,0.659889,0.004994,0.009788,9000
266,AsAhTs5d,0.659889,0.004994,0.009788,9000
267,AsAh7h5h,0.659778,0.004994,0.009788,9000
268,AsAhJd9d,0.659778,0.004994,0.009788,9000
269,AsAhKdJh,0.659667,0.004995,0.009789,9000
270,AsAhKd4h,0.659667,0.004995,0.009789,9000
271,AsAhQhJh,0.659667,0.004995,0.009789,9000
272,AsAhQs8d,0.659556,0.004995,0.009790,9000
273,AsAhQsJs,0.659556,0.004995,0.009790,9000
274,AsAhKdTh,0.659444,0.004995,0.009791,9000
275,AsAhKd2h,0.659444,0.004995,0.009791,9000
276,AsAhKdQs,0.659333,0.004996,0.009792,9000
277,AsAh9h8h,0.659111,0.004996,0.009793,9000
278,AsAhJh5d,0.659111,0.004996,0.009793,9000
279,AsAh6d3s,0.659000,0.004740,0.009291,10000
280,AsAhKs5d,0.659000,0.004997,0.009794,9000
281,AsAh9d5h,0.659000,0.004997,0.009794,9000
282,AsAhQd9h,0.659000,0.004740,0.009291,10000
283,AsAhTs6d,0.658900,0.004741,0.009292,10000
284,AsAh9s5d,0.658889,0.004997,0.009795,9000
285,AsAh4d3s,0.658778,0.004998,0.009795,9000
286,AsAhJd4h,0.658778,0.004998,0.009795,9000
287,AsAhJd7s,0.658778,0.004998,0.009795,9000
288,AsAh6h4d,0.658778,0.004998,0.009795,9000
289,AsAhKs3d,0.658778,0.004998,0.009795,9000
290,AsAh9s7d,0.658700,0.004741,0.009293,10000
291,AsAh9d7d,0.658667,0.004998,0.009796,9000
292,AsAh8h5d,0.658556,0.004998,0.009797,9000
293,AsAh4d3h,0.658556,0.004998,0.009797,9000
294,AsAhQh3d,0.658556,0.004998,0.009797,9000
295,AsAhJd2h,0.658444,0.004999,0.009798,9000
296,AsAh8h6d,0.658333,0.004999,0.009798,9000
297,AsAhTd9d,0.658333,0.004999,0.009798,9000
298,AsAhTd4h,0.658222,0.005000,0.009799,9000
299,AsAhTh9h,0.658222,0.005000,0.009799,9000
300,AsAhKh7d,0.658100,0.004743,0.009297,10000
301,AsAh5h4d,0.658000,0.004744,0.009298,10000
302,AsAhKsQs,0.657900,0.004744,0.009298,10000
303,AsAh7h6h,0.657700,0.004745,0.009300,10000
304,AsAhKs4d,0.657600,0.004745,0.009300,10000
305,AsAhJs4d,0.657600,0.004745,0.009300,10000
306,AsAhKd5s,0.657300,0.004746,0.009302,10000
307,AsAhQsTs,0.657200,0.004746,0.009303,10000
308,KsKhJsJh,0.657100,0.004747,0.009304,10000
309,AsAh4h3d,0.657100,0.004747,0.009304,10000
310,AsAhJd2s,0.657100,0.004747,0.009304,10000
311,AsAhKd4s,0.657100,0.004747,0.009304,10000
312,AsAhJd6s,0.656800,0.004748,0.009306,10000
313,AsAh5d3s,0.656700,0.004748,0.009306,10000
314,AsAhJh6d,0.656700,0.004748,0.009306,10000
315,AsAhJs5d,0.656600,0.004748,0.009307,10000
316,AsAhQdJd,0.656600,0.004748,0.009307,10000
317,AsAhQs9d,0.656500,0.004749,0.009308,10000
318,AsAh4d2s,0.656400,0.004749,0.009308,10000
319,AsAhQd4h,0.656400,0.004749,0.009308,10000
320,AsAhQd2s,0.656300,0.004749,0.009309,10000
321,AsAhTd5h,0.656200,0.004750,0.009310,10000
322,AsAhKs2d,0.656200,0.004750,0.009310,10000
323,AsAhKh4d,0.656100,0.004750,0.009310,10000
324,AsAh5h2d,0.656000,0.004750,0.009311,10000
325,AsAh9s6s,0.656000,0.004750,0.009311,10000
326,AsAhQd5s,0.656000,0.004750,0.009311,10000
327,AsAhTd3h,0.655900,0.004751,0.009311,10000
328,AsAh5h3d,0.655900,0.004751,0.009311,10000
329,AsAhQs4d,0.655600,0.004752,0.009313,10000
330,AsAhTd3s,0.655600,0.004752,0.009313,10000
331,AsAhQh9d,0.655600,0.004752,0.009313,10000
332,AsAhJs7d,0.655500,0.004752,0.009314,10000
333,AsAhKh5d,0.655400,0.004752,0.009315,10000
334,AsAhJh4d,0.655300,0.004753,0.009315,10000
335,AsAhJs6d,0.655300,0.004753,0.009315,10000
336,AsAh7d4h,0.655200,0.004753,0.009316,10000
337,AsAhKdTd,0.655200,0.004753,0.009316,10000
338,AsAh9d6h,0.655200,0.004753,0.009316,10000
339,AsAhJh2d,0.655100,0.004753,0.009317,10000
340,AsAhQd4s,0.655000,0.004754,0.009317,10000
341,AsAhKs7d,0.654900,0.004754,0.009318,10000
342,AsAhKh8h,0.654700,0.004755,0.009319,10000
343,AsAhKdQd,0.654700,0.004755,0.009319,10000
344,AsAh6d4h,0.654600,0.004755,0.009320,10000
345,AsAh4s3d,0.654600,0.004755,0.009320,10000
346,AsAhKh4h,0.654500,0.004755,0.009320,10000
347,AsAhTs8s,0.654400,0.004756,0.009321,10000
348,AsAhJs9s,0.654400,0.004756,0.009321,10000
349,AsAhKhTd,0.654300,0.004756,0.009322,10000
350,AsAh5d2h,0.654300,0.004756,0.009322,10000
351,AsAh5s4s,0.654300,0.004756,0.009322,10000
352,AsAh8s7s,0.654100,0.004757,0.009323,10000
353,AsAhKh9d,0.654100,0.004757,0.009323,10000
354,AsAhTs4s,0.654100,0.004757,0.009323,10000
355,AsAh9d5d,0.654100,0.004757,0.009323,10000
356,AsAhKsQd,0.654000,0.004757,0.009324,10000
357,AsAhJh3d,0.653900,0.004757,0.009324,10000
358,AsAhJh8h,0.653900,0.004757,0.009324,10000
359,AsAh8d4s,0.653800,0.004758,0.009325,10000
360,AsAhQs2d,0.653600,0.004758,0.009326,10000
361,AsAhQh4h,0.653600,0.004758,0.009326,10000
362,AsAh9d4s,0.653500,0.004759,0.009327,10000
363,AsAhKsJs,0.653500,0.004759,0.009327,10000
364,AsAhTd5s,0.653400,0.004759,0.009327,10000
365,AsAh9s5s,0.653400,0.004759,0.009327,10000
366,AsAhKd5d,0.653300,0.004759,0.009328,10000
367,AsAhJs7s,0.653300,0.004759,0.009328,10000
368,AsAh5s3d,0.653200,0.004760,0.009329,10000
369,AsAhJs2d,0.653200,0.004760,0.009329,10000
370,AsAhQdTd,0.653200,0.004760,0.009329,10000
371,AsAhKhTh,0.653000,0.004760,0.009330,10000
372,AsAhKd4d,0.652900,0.004760,0.009331,10000
373,AsAh9d3s,0.652900,0.004760,0.009331,10000
374,AsAhKs4s,0.652800,0.004761,0.009331,10000
375,AsAhKdJd,0.652700,0.004761,0.009332,10000
376,AsAhKd7s,0.652700,0.004761,0.009332,10000
377,AsAh8h4d,0.652600,0.004761,0.009332,10000
378,AsAh7d4s,0.652600,0.004761,0.009332,10000
379,AsAh6s3d,0.652600,0.004761,0.009332,10000
380,AsAhJd3h,0.652500,0.004762,0.009333,10000
381,AsAhKd3s,0.652500,0.004762,0.009333,10000
382,AsAh9h5h,0.652400,0.004762,0.009334,10000
383,AsAhKs6d,0.652400,0.004762,0.009334,10000
384,AsAhKd8s,0.652100,0.004763,0.009336,10000
385,AsAhQh6d,0.652100,0.004763,0.009336,10000
386,AsAh8s5s,0.652000,0.004763,0.009336,10000
387,AsAhKd8h,0.652000,0.004763,0.009336,10000
388,AsAhJh5h,0.652000,0.004763,0.009336,10000
389,AsAhTs5s,0.651900,0.004764,0.009337,10000
390,KsKhTs9h,0.651800,0.004764,0.009337,10000
391,AsAh7h3d,0.651700,0.004764,0.009338,10000
392,AsAh8h3d,0.651600,0.004765,0.009339,10000
393,AsAh7d3h,0.651600,0.004765,0.009339,10000
394,AsAhKh8d,0.651600,0.004765,0.009339,10000
395,AsAh9d3h,0.651600,0.004765,0.009339,10000
396,AsAhTs7s,0.651500,0.004765,0.009339,10000
397,AsAh8d5d,0.651400,0.004765,0.009340,10000
398,AsAh9s2d,0.651400,0.004765,0.009340,10000
399,AsAhQs3s,0.651300,0.004766,0.009341,10000
400,AsKsKhTh,0.651200,0.004766,0.009341,10000
401,AsAhTs3d,0.651200,0.004766,0.009341,10000
402,AsAh3d2h,0.651000,0.004767,0.009342,10000
403,AsAhKhJd,0.651000,0.004767,0.009342,10000
404,AsAhJh4h,0.651000,0.004767,0.009342,10000
405,KsKh9s9h,0.651000,0.004767,0.009342,10000
406,AsAh9d6s,0.651000,0.004767,0.009342,10000
407,AsAhJs3d,0.651000,0.004767,0.009342,10000
408,AsAh7d5d,0.650900,0.004767,0.009343,10000
409,AsAh7s3d,0.650900,0.004767,0.009343,10000
410,AsAhQs3d,0.650800,0.004767,0.009344,10000
411,AsAh9h6d,0.650800,0.004767,0.009344,10000
412,AsAh8s6s,0.650800,0.004767,0.009344,10000
413,KsKh6s6h,0.650800,0.004767,0.009344,10000
414,AsAhTh7h,0.650800,0.004767,0.009344,10000
415,AsAh6d3h,0.650700,0.004767,0.009344,10000
416,AsAh7d3s,0.650700,0.004767,0.009344,10000
417,AsAhJs8s,0.650700,0.004767,0.009344,10000
418,AsAhKh2d,0.650600,0.004768,0.009345,10000
419,AsAhQd6s,0.650600,0.004768,0.009345,10000
420,AsAh6h4h,0.650500,0.004768,0.009346,10000
421,AsAhJh9h,0.650500,0.004768,0.009346,10000
422,AsAh7s2d,0.650500,0.004768,0.009346,10000
423,AsAhKd3h,0.650400,0.004768,0.009346,10000
424,AsAhKs8d,0.650300,0.004769,0.009347,10000
425,AsAh6h5h,0.650200,0.004769,0.009347,10000
426,AsAhKh5h,0.650100,0.004769,0.009348,10000
427,AsAh6s4d,0.650100,0.004769,0.009348,10000
428,AsAh6h2d,0.650000,0.004770,0.009349,10000
429,AsAh8h5h,0.649800,0.004770,0.009350,10000
430,AsAh9h6h,0.649800,0.004770,0.009350,10000
431,AsAhKd7h,0.649800,0.004770,0.009350,10000
432,AsAh5s3s,0.649800,0.004770,0.009350,10000
433,AsAhQs8s,0.649700,0.004771,0.009350,10000
434,AsAhQh4d,0.649700,0.004771,0.009350,10000
435,AsAhJd6h,0.649500,0.004771,0.009352,10000
436,AsAhTh5h,0.649500,0.004771,0.009352,10000
437,AsAhQd7s,0.649500,0.004771,0.009352,10000
438,AsAhKsTs,0.649500,0.004771,0.009352,10000
439,KsKhQsQh,0.649400,0.004772,0.009352,10000
440,AsAhJd5d,0.649300,0.004772,0.009353,10000
441,AsAh5h4h,0.649300,0.004772,0.009353,10000
442,AsAh8s4s,0.649200,0.004772,0.009354,10000
443,AsAhTd7c,0.649200,0.004772,0.009354,10000
444,AsAhQh5h,0.649200,0.004772,0.009354,10000
445,AsAhTs2d,0.649100,0.004773,0.009354,10000
446,AsAhJs5s,0.649100,0.004773,0.009354,10000
447,AsKsKh3h,0.649000,0.004773,0.009355,10000
448,AsAh3d2s,0.649000,0.004773,0.009355,10000
449,AsAhKd6s,0.649000,0.004773,0.009355,10000
450,AsAhJd2d,0.648900,0.004773,0.009355,10000
451,AsAhTh2d,0.648800,0.004773,0.009356,10000
452,AsAhQd7h,0.648800,0.004773,0.009356,10000
453,AsAhQs6d,0.648600,0.004774,0.009357,10000
454,AsAh7d5c,0.648600,0.004774,0.009357,10000
455,AsAh5d4d,0.648500,0.004774,0.009358,10000
456,AsAh5d2s,0.648400,0.004775,0.009358,10000
457,AsAh8s3d,0.648300,0.004775,0.009359,10000
458,AsAhKh3h,0.648300,0.004775,0.009359,10000
459,AsAhKd2d,0.648300,0.004775,0.009359,10000
460,AsAhQs7d,0.648200,0.004775,0.009360,10000
461,AsAh9h5d,0.648200,0.004775,0.009360,10000
462,AsAhKhQh,0.648200,0.004775,0.009360,10000
463,AsAhJdTc,0.648200,0.004775,0.009360,10000
464,AsAhQh7d,0.648200,0.004775,0.009360,10000
465,AsAhQd6d,0.648100,0.004776,0.009360,10000
466,AsAh9s7s,0.647900,0.004776,0.009361,10000
467,AsAhTd6d,0.647800,0.004777,0.009362,10000
468,AsAhTh6h,0.647800,0.004777,0.009362,10000
469,AsAhQhTh,0.647800,0.004777,0.009362,10000
470,AsAh8d4d,0.647700,0.004777,0.009363,10000
471,AsAhKd2s,0.647700,0.004777,0.009363,10000
472,AsAhKd6h,0.647700,0.004777,0.009363,10000
473,AsAhTh4h,0.647700,0.004777,0.009363,10000
474,AsAhQs2s,0.647500,0.004777,0.009364,10000
475,AsAhTd9c,0.647300,0.004778,0.009365,10000
476,AsAhQh6h,0.647300,0.004778,0.009365,10000
477,AsAh7h3h,0.647200,0.004778,0.009366,10000
478,AsAh7d4d,0.647200,0.004778,0.009366,10000
479,AsAh8d3h,0.647200,0.004778,0.009366,10000
480,AsAhKs5s,0.647200,0.004778,0.009366,10000
