rank,normalized_hand,win_rate,standard_deviation,confidence_interval,simulations
1046,AsJh8h6s,0.601700,0.004895,0.009595,10000
1047,AsKh8s6h,0.601700,0.004895,0.009595,10000
1048,AsJsTh7h,0.601700,0.004895,0.009595,10000
1049,KsKhQsJd,0.601700,0.004895,0.009595,10000
1050,AsAhAd2s,0.601400,0.004896,0.009596,10000
1051,KsKhQhJd,0.601400,0.004896,0.009596,10000
1052,AsJs8h4h,0.601300,0.004896,0.009597,10000
1053,AsQh8h6s,0.601300,0.004896,0.009597,10000
1054,AsKsTh4h,0.601300,0.004896,0.009597,10000
1055,AsQsJh2h,0.601300,0.004896,0.009597,10000
1056,AsJh9h8s,0.601200,0.004897,0.009597,10000
1057,AsKsJh9h,0.601200,0.004897,0.009597,10000
1058,KsKh4h2s,0.601200,0.004897,0.009597,10000
1059,As9h8h5s,0.601000,0.004897,0.009598,10000
1060,KsKhQh2s,0.600900,0.004897,0.009598,10000
1061,AsTs9h8h,0.600900,0.004897,0.009598,10000
1062,AsQhTh6s,0.600900,0.004897,0.009598,10000
1063,AsTs8h4h,0.600800,0.004897,0.009599,10000
1064,AsJsTh3h,0.600800,0.004897,0.009599,10000
1065,AsQhTh2s,0.600800,0.004897,0.009599,10000
1066,AsQsTh3h,0.600800,0.004897,0.009599,10000
1067,AsQh7h6s,0.600700,0.004898,0.009599,10000
1068,AsQsJh5h,0.600600,0.004898,0.009600,10000
1069,AsKsKh5s,0.600500,0.004898,0.009600,10000
1070,KsKh9s7d,0.600500,0.004898,0.009600,10000
1071,AsTh7s6h,0.600500,0.004898,0.009600,10000
1072,AsJh9s8h,0.600500,0.004898,0.009600,10000
1073,AsQhJh4s,0.600500,0.004898,0.009600,10000
1074,AsKsKh4s,0.600400,0.004898,0.009600,10000
1075,AsKh7s6h,0.600400,0.004898,0.009600,10000
1076,AsQs7h5h,0.600400,0.004898,0.009600,10000
1077,AsTh8s4h,0.600400,0.004898,0.009600,10000
1078,AsQsJh9h,0.600400,0.004898,0.009600,10000
1079,AsJsJhTd,0.600300,0.004898,0.009601,10000
1080,AsAhAd7s,0.600200,0.004899,0.009601,10000
1081,AsKhJh4s,0.600200,0.004899,0.009601,10000
1082,QsQh9s8h,0.600200,0.004899,0.009601,10000
1083,AsQhJs9h,0.600200,0.004899,0.009601,10000
1084,AsKhTs6h,0.600100,0.004899,0.009602,10000
1085,KsKhTd7h,0.600100,0.004899,0.009602,10000
1086,AsTsTh9h,0.600100,0.004899,0.009602,10000
1087,AsKsKh2s,0.600000,0.004899,0.009602,10000
1088,AsAhAd6d,0.599900,0.004899,0.009602,10000
1089,AsKhQs7h,0.599900,0.004899,0.009602,10000
1090,KsKh9h2s,0.599800,0.004899,0.009603,10000
1091,AsQs9h8h,0.599800,0.004899,0.009603,10000
1092,AsKh8h6s,0.599800,0.004899,0.009603,10000
1093,AsQsQhJc,0.599800,0.004899,0.009603,10000
1094,AsKhQs5h,0.599700,0.004900,0.009603,10000
1095,KsKh6s2h,0.599700,0.004900,0.009603,10000
1096,AsKhJs7h,0.599700,0.004900,0.009603,10000
1097,AsKhJs4h,0.599700,0.004900,0.009603,10000
1098,AsQhJhTs,0.599700,0.004900,0.009603,10000
1099,KsKh9d8s,0.599600,0.004900,0.009604,10000
1100,AsJh9s7h,0.599600,0.004900,0.009604,10000
1101,AsKhJs2h,0.599600,0.004900,0.009604,10000
1102,AsAhAd9h,0.599500,0.004900,0.009604,10000
1103,AsTh8h7s,0.599500,0.004900,0.009604,10000
1104,AsJs9h5h,0.599400,0.004900,0.009604,10000
1105,AsKsJh5h,0.599400,0.004900,0.009604,10000
1106,KsKhTh7h,0.599400,0.004900,0.009604,10000
1107,As9s8h5h,0.599400,0.004900,0.009604,10000
1108,AsQs6h5h,0.599300,0.004900,0.009605,10000
1109,KsJsJhTh,0.599300,0.004900,0.009605,10000
1110,QsQh6s6h,0.599200,0.004901,0.009605,10000
1111,AsKsTh3h,0.599200,0.004901,0.009605,10000
1112,KsQsQhJh,0.599200,0.004901,0.009605,10000
1113,KsKhJh9d,0.599100,0.004901,0.009606,10000
1114,KsKhQdTd,0.598900,0.004901,0.009606,10000
1115,AsQsJh3h,0.598900,0.004901,0.009606,10000
1116,AsQsJh4h,0.598800,0.004901,0.009607,10000
1117,AsJh9h5s,0.598700,0.004902,0.009607,10000
1118,QsQh7s7h,0.598700,0.004902,0.009607,10000
1119,AsQh8s6h,0.598700,0.004902,0.009607,10000
1120,AsQsQhTd,0.598600,0.004902,0.009608,10000
1121,AsKhTh5s,0.598600,0.004902,0.009608,10000
1122,AsKsJh7h,0.598500,0.004902,0.009608,10000
1123,AsAhAd4h,0.598400,0.004902,0.009608,10000
1124,AsAhAd8d,0.598400,0.004902,0.009608,10000
1125,KsKhTs6d,0.598400,0.004902,0.009608,10000
1126,AsTh8h4s,0.598300,0.004902,0.009609,10000
1127,AsTh9h5s,0.598200,0.004903,0.009609,10000
1128,AsKsQh2h,0.598200,0.004903,0.009609,10000
1129,AsKsTh6h,0.598200,0.004903,0.009609,10000
1130,AsKh5h3s,0.598100,0.004903,0.009610,10000
1131,AsKs9h6h,0.598100,0.004903,0.009610,10000
1132,AsQsTh7h,0.598100,0.004903,0.009610,10000
1133,AsKh5s3h,0.598100,0.004903,0.009610,10000
1134,AsTh7h6s,0.598000,0.004903,0.009610,10000
1135,KsKhJs9s,0.598000,0.004903,0.009610,10000
1136,AsKhTh4s,0.598000,0.004903,0.009610,10000
1137,AsKh9s5h,0.597900,0.004903,0.009610,10000
1138,AsKhQs9h,0.597900,0.004903,0.009610,10000
1139,KsKh5s2h,0.597900,0.004903,0.009610,10000
1140,KsKhTh6d,0.597900,0.004903,0.009610,10000
1141,KsKhJdTd,0.597900,0.004903,0.009610,10000
1142,AsQhTh7s,0.597900,0.004903,0.009610,10000
1143,AsKhTh2s,0.597900,0.004903,0.009610,10000
1144,KsKh8d7s,0.597800,0.004903,0.009611,10000
1145,AsJh7s4h,0.597800,0.004903,0.009611,10000
1146,KsKhTh7d,0.597700,0.004904,0.009611,10000
1147,AsTs9h3h,0.597600,0.004904,0.009611,10000
1148,AsQsQh9c,0.597600,0.004904,0.009611,10000
1149,AsAhAd7h,0.597500,0.004904,0.009612,10000
1150,QsQhTh8s,0.597500,0.004904,0.009612,10000
1151,KsKh9d7s,0.597500,0.004904,0.009612,10000
1152,AsTh7s4h,0.597400,0.004904,0.009612,10000
1153,AsQsJh6h,0.597400,0.004904,0.009612,10000
1154,JsJh9s9h,0.597300,0.004904,0.009613,10000
1155,AsKh6h4s,0.597300,0.004904,0.009613,10000
1156,KsJhTsTh,0.597300,0.004904,0.009613,10000
1157,AsTh9s6h,0.597300,0.004904,0.009613,10000
1158,AsKsKh3s,0.597200,0.004905,0.009613,10000
1159,KsKh7s2h,0.597200,0.004905,0.009613,10000
1160,AsKsJh8h,0.597100,0.004905,0.009613,10000
1161,AsKhJh2s,0.597100,0.004905,0.009613,10000
1162,AsTs9h4h,0.597100,0.004905,0.009613,10000
1163,KsKhTs9s,0.597000,0.004905,0.009614,10000
1164,AsQhJs8h,0.597000,0.004905,0.009614,10000
1165,As9s7h5h,0.597000,0.004905,0.009614,10000
1166,KsKh8h7d,0.597000,0.004905,0.009614,10000
1167,AsQhJh9s,0.597000,0.004905,0.009614,10000
1168,AsAhAd6s,0.596900,0.004905,0.009614,10000
1169,KsKh9s8s,0.596900,0.004905,0.009614,10000
1170,AsJh9h6s,0.596800,0.004905,0.009615,10000
1171,KsKhTd6h,0.596800,0.004905,0.009615,10000
1172,AsKh9h5s,0.596800,0.004905,0.009615,10000
1173,AsKh4s3h,0.596800,0.004905,0.009615,10000
1174,AsKh4s2h,0.596800,0.004905,0.009615,10000
1175,AsJh8s4h,0.596800,0.004905,0.009615,10000
1176,AsTs9h7h,0.596700,0.004906,0.009615,10000
1177,AsQh8h4s,0.596700,0.004906,0.009615,10000
1178,AsQhJs6h,0.596700,0.004906,0.009615,10000
1179,AsTsTh7h,0.596700,0.004906,0.009615,10000
1180,KsKh9d8d,0.596600,0.004906,0.009615,10000
1181,AsKs7h4h,0.596600,0.004906,0.009615,10000
1182,KsKhJd9h,0.596600,0.004906,0.009615,10000
1183,KsKh8d7d,0.596500,0.004906,0.009616,10000
1184,AsKsKh9s,0.596500,0.004906,0.009616,10000
1185,AsJsTh6h,0.596500,0.004906,0.009616,10000
1186,AsJsJh4h,0.596500,0.004906,0.009616,10000
1187,AsQh5s4h,0.596500,0.004906,0.009616,10000
1188,AsJh8s6h,0.596500,0.004906,0.009616,10000
1189,AsJh8h4s,0.596400,0.004906,0.009616,10000
1190,AsKsJh4h,0.596400,0.004906,0.009616,10000
1191,AsKh7s4h,0.596400,0.004906,0.009616,10000
1192,KsKhQdJd,0.596400,0.004906,0.009616,10000
1193,AsKhQh9s,0.596400,0.004906,0.009616,10000
1194,AsJhTh7s,0.596400,0.004906,0.009616,10000
1195,AsKhJs5h,0.596400,0.004906,0.009616,10000
1196,AsQh9s7h,0.596300,0.004906,0.009617,10000
1197,AsTh9h2s,0.596300,0.004906,0.009617,10000
1198,AsKh8h4s,0.596300,0.004906,0.009617,10000
1199,AsKsKh8s,0.596200,0.004907,0.009617,10000
1200,KsKhJsTs,0.596200,0.004907,0.009617,10000
1201,AsQsTh6h,0.596200,0.004907,0.009617,10000
1202,AsTh9s9h,0.596200,0.004907,0.009617,10000
1203,AsTs7h4h,0.596100,0.004907,0.009617,10000
1204,AsKs6h4h,0.596100,0.004907,0.009617,10000
1205,KsKhQdJs,0.596100,0.004907,0.009617,10000
1206,KsKhQd5s,0.596000,0.004907,0.009618,10000
1207,KsKh8s6d,0.596000,0.004907,0.009618,10000
1208,AsQhJh6s,0.595900,0.004907,0.009618,10000
1209,KsKh7d6h,0.595900,0.004907,0.009618,10000
1210,AsJsJh7h,0.595800,0.004907,0.009618,10000
1211,AsJh7h6s,0.595700,0.004908,0.009619,10000
1212,AsTh6h5s,0.595600,0.004908,0.009619,10000
1213,QsQhJh9s,0.595400,0.004908,0.009620,10000
1214,AsJh9s3h,0.595400,0.004908,0.009620,10000
1215,AsQh8s4h,0.595400,0.004908,0.009620,10000
1216,AsJh9h7s,0.595300,0.004908,0.009620,10000
1217,AsKhQs2h,0.595300,0.004908,0.009620,10000
1218,KsKhQd9s,0.595300,0.004908,0.009620,10000
1219,AsKh7h4s,0.595300,0.004908,0.009620,10000
1220,AsKsQsQh,0.595300,0.004908,0.009620,10000
1221,KsKh6h5d,0.595300,0.004908,0.009620,10000
1222,AsQh6s5h,0.595300,0.004908,0.009620,10000
1223,AsQhJh2s,0.595300,0.004908,0.009620,10000
1224,AsAhAd8h,0.595200,0.004909,0.009621,10000
1225,AsTh9h3s,0.595200,0.004909,0.009621,10000
1226,KsKhQsTd,0.595100,0.004909,0.009621,10000
1227,AsQs5h4h,0.595100,0.004909,0.009621,10000
1228,AsQh5h3s,0.595000,0.004909,0.009621,10000
1229,AsJh7h4s,0.595000,0.004909,0.009621,10000
1230,AsTs9h5h,0.595000,0.004909,0.009621,10000
1231,KsKh7h2s,0.595000,0.004909,0.009621,10000
1232,AsQhTs7h,0.594900,0.004909,0.009622,10000
1233,AsKhQh8s,0.594900,0.004909,0.009622,10000
1234,AsKs9h7h,0.594900,0.004909,0.009622,10000
1235,KsKhQs9d,0.594900,0.004909,0.009622,10000
1236,AsJs5h4h,0.594900,0.004909,0.009622,10000
1237,AsTh9h4s,0.594800,0.004909,0.009622,10000
1238,AsJsJh3h,0.594800,0.004909,0.009622,10000
1239,AsQhJh7s,0.594800,0.004909,0.009622,10000
1240,KsKhJd8h,0.594700,0.004910,0.009623,10000
1241,As9h8s3h,0.594700,0.004910,0.009623,10000
1242,AsKh7s3h,0.594600,0.004910,0.009623,10000
1243,AsQs9h3h,0.594600,0.004910,0.009623,10000
1244,KsKhJd8s,0.594600,0.004910,0.009623,10000
1245,AsQh9s5h,0.594500,0.004910,0.009623,10000
1246,AsJsTh8d,0.594400,0.004910,0.009624,10000
1247,AsQh9s3h,0.594300,0.004910,0.009624,10000
1248,As8h7s5h,0.594300,0.004910,0.009624,10000
1249,AsTh9s8h,0.594300,0.004910,0.009624,10000
1250,AsKsKh7s,0.594200,0.004910,0.009625,10000
1251,AsQh9s6h,0.594200,0.004910,0.009625,10000
1252,AsQh7h4s,0.594200,0.004910,0.009625,10000
1253,KsKh5s4d,0.594200,0.004910,0.009625,10000
1254,AsKhTsTh,0.594200,0.004910,0.009625,10000
1255,KsKhJd8d,0.594200,0.004910,0.009625,10000
1256,AsQh5s3h,0.594200,0.004910,0.009625,10000
1257,KsKhQhTd,0.594100,0.004911,0.009625,10000
1258,AsJs7h4h,0.594100,0.004911,0.009625,10000
1259,AsJsJh8h,0.594000,0.004911,0.009625,10000
1260,KsKh9s6d,0.594000,0.004911,0.009625,10000
1261,AsJh6h5s,0.594000,0.004911,0.009625,10000
1262,KsKhJd9d,0.593900,0.004911,0.009626,10000
1263,AsTh7h4s,0.593700,0.004911,0.009626,10000
1264,AsJs9h6h,0.593700,0.004911,0.009626,10000
1265,AsQs7h6h,0.593700,0.004911,0.009626,10000
1266,AsKsQh8h,0.593700,0.004911,0.009626,10000
1267,AsKsKh6d,0.593600,0.004912,0.009627,10000
1268,AsJsJh5h,0.593600,0.004912,0.009627,10000
1269,AsTh6s5h,0.593600,0.004912,0.009627,10000
1270,As9h8s8h,0.593600,0.004912,0.009627,10000
1271,AsTh8s4d,0.593500,0.004912,0.009627,10000
1272,AsTh9h7s,0.593400,0.004912,0.009628,10000
1273,AsKsQh3h,0.593400,0.004912,0.009628,10000
1274,AsTh9s7h,0.593400,0.004912,0.009628,10000
1275,KsKh8s7d,0.593300,0.004912,0.009628,10000
1276,KsKh3h2s,0.593200,0.004912,0.009628,10000
1277,AsJh9s8d,0.593200,0.004912,0.009628,10000
1278,AsJh9s2h,0.593200,0.004912,0.009628,10000
1279,KsKh8d7h,0.593100,0.004913,0.009629,10000
1280,QsQh5s5h,0.593100,0.004913,0.009629,10000
1281,AsTs8h6h,0.593100,0.004913,0.009629,10000
1282,AsTh8h5s,0.593100,0.004913,0.009629,10000
1283,KsKhQdTs,0.593100,0.004913,0.009629,10000
1284,KsKh6d5h,0.593100,0.004913,0.009629,10000
1285,KsKh9s5d,0.593000,0.004913,0.009629,10000
1286,KsKh8h6d,0.593000,0.004913,0.009629,10000
1287,KsKhTs8s,0.592900,0.004913,0.009629,10000
1288,AsQsQh5d,0.592900,0.004913,0.009629,10000
1289,AsKh4h2s,0.592800,0.004913,0.009630,10000
1290,AsTh9h6s,0.592700,0.004913,0.009630,10000
1291,AsQs8h6h,0.592700,0.004913,0.009630,10000
1292,AsQhTs4h,0.592700,0.004913,0.009630,10000
1293,AsKsJh2h,0.592600,0.004914,0.009630,10000
1294,KsKhJh9h,0.592600,0.004914,0.009630,10000
1295,AsQsTh4h,0.592600,0.004914,0.009630,10000
1296,KsKh8h3s,0.592400,0.004914,0.009631,10000
1297,KsQsQh7h,0.592400,0.004914,0.009631,10000
1298,AsKs5h3h,0.592300,0.004914,0.009632,10000
1299,AsKsQh6h,0.592300,0.004914,0.009632,10000
1300,AsJhTh6s,0.592300,0.004914,0.009632,10000
1301,As9h7s5h,0.592200,0.004914,0.009632,10000
1302,KsKh9d7h,0.592200,0.004914,0.009632,10000
1303,AsKhTs9d,0.592200,0.004914,0.009632,10000
1304,As9h8h6s,0.592200,0.004914,0.009632,10000
1305,KsKhTd7d,0.592100,0.004914,0.009632,10000
1306,QsQh9h7s,0.592100,0.004914,0.009632,10000
1307,AsKh9s6h,0.592000,0.004915,0.009633,10000
1308,AsKhJhTd,0.592000,0.004915,0.009633,10000
1309,KsKhQh5d,0.592000,0.004915,0.009633,10000
1310,As9s9h8h,0.592000,0.004915,0.009633,10000
1311,KsKhQsTs,0.592000,0.004915,0.009633,10000
1312,AsTh8s2h,0.592000,0.004915,0.009633,10000
1313,As9h8s7h,0.592000,0.004915,0.009633,10000
1314,AsAhAd9d,0.591900,0.004915,0.009633,10000
1315,KsKhTh5d,0.591800,0.004915,0.009633,10000
1316,QsQh9h8s,0.591800,0.004915,0.009633,10000
1317,KsKhQs7d,0.591800,0.004915,0.009633,10000
1318,AsKsJh3h,0.591700,0.004915,0.009634,10000
1319,AsKh8s4h,0.591600,0.004915,0.009634,10000
1320,AsKh5s2h,0.591600,0.004915,0.009634,10000
1321,AsAhAd6h,0.591500,0.004916,0.009635,10000
1322,AsTh8h3s,0.591500,0.004916,0.009635,10000
1323,AsKhQs6h,0.591400,0.004916,0.009635,10000
1324,AsQsQhJd,0.591400,0.004916,0.009635,10000
1325,KsKhTd8s,0.591400,0.004916,0.009635,10000
1326,AsKsJhTd,0.591300,0.004916,0.009635,10000
1327,KsKh6h4d,0.591300,0.004916,0.009635,10000
1328,AsKhJs6h,0.591300,0.004916,0.009635,10000
1329,AsQhJs7h,0.591200,0.004916,0.009636,10000
1330,AsJh9s9h,0.591200,0.004916,0.009636,10000
1331,AsJh9s6h,0.591200,0.004916,0.009636,10000
1332,AsJs9h4h,0.591100,0.004916,0.009636,10000
1333,KsKh9d6s,0.591100,0.004916,0.009636,10000
1334,AsJh8s8h,0.591100,0.004916,0.009636,10000
1335,AsQs9h6h,0.591000,0.004916,0.009636,10000
1336,AsKh7h3s,0.591000,0.004916,0.009636,10000
1337,As9s7h6h,0.591000,0.004916,0.009636,10000
1338,QsQhJh8s,0.590900,0.004917,0.009637,10000
1339,QsQhTh7s,0.590800,0.004917,0.009637,10000
1340,AsJh7s6h,0.590800,0.004917,0.009637,10000
1341,AsAhAdKs,0.590700,0.004917,0.009637,10000
1342,KsKh8s2h,0.590700,0.004917,0.009637,10000
1343,AsQsJh7h,0.590700,0.004917,0.009637,10000
1344,AsJh8h2s,0.590600,0.004917,0.009638,10000
1345,JsJh8s8h,0.590600,0.004917,0.009638,10000
1346,AsQs9h2h,0.590600,0.004917,0.009638,10000
1347,AsQs9h7h,0.590600,0.004917,0.009638,10000
1348,AsKhQh6s,0.590600,0.004917,0.009638,10000
1349,KsKh9d7d,0.590500,0.004917,0.009638,10000
1350,KsKhJh8d,0.590400,0.004918,0.009638,10000
1351,AsAhAdKd,0.590300,0.004918,0.009639,10000
1352,KsKh9h7h,0.590300,0.004918,0.009639,10000
1353,AsKhQh3s,0.590200,0.004918,0.009639,10000
1354,KsKhJd7h,0.590200,0.004918,0.009639,10000
1355,AsJh8h3s,0.590100,0.004918,0.009640,10000
1356,KsKhJh7d,0.590100,0.004918,0.009640,10000
1357,AsTh9s2h,0.590100,0.004918,0.009640,10000
1358,AsJs8h6h,0.590000,0.004918,0.009640,10000
1359,As9s8h6h,0.590000,0.004918,0.009640,10000
1360,KsKh8h2s,0.590000,0.004918,0.009640,10000
1361,AsQh9s4h,0.589900,0.004919,0.009640,10000
1362,KsKh9h6d,0.589800,0.004919,0.009641,10000
1363,KsKh9h8h,0.589800,0.004919,0.009641,10000
1364,AsTs6h5h,0.589800,0.004919,0.009641,10000
1365,KsKhJs8d,0.589800,0.004919,0.009641,10000
1366,AsJh5h4s,0.589800,0.004919,0.009641,10000
1367,AsKhTd7s,0.589700,0.004919,0.009641,10000
1368,KsKhQh9d,0.589700,0.004919,0.009641,10000
1369,AsTsTh3h,0.589700,0.004919,0.009641,10000
1370,AsJh5s4h,0.589700,0.004919,0.009641,10000
1371,AsKsTh7d,0.589700,0.004919,0.009641,10000
1372,KsKh6s5d,0.589600,0.004919,0.009641,10000
1373,KsKh8d6h,0.589400,0.004919,0.009642,10000
1374,AsKh9h6s,0.589400,0.004919,0.009642,10000
1375,KsKhQd5h,0.589300,0.004920,0.009642,10000
1376,AsKhJh6s,0.589200,0.004920,0.009643,10000
1377,KsKhJh8h,0.589200,0.004920,0.009643,10000
1378,KsKh6d4h,0.589200,0.004920,0.009643,10000
1379,KsKh6d5s,0.589200,0.004920,0.009643,10000
1380,As9h8s5h,0.589200,0.004920,0.009643,10000
1381,AsKsKh6s,0.589100,0.004920,0.009643,10000
1382,AsQs8h4h,0.589100,0.004920,0.009643,10000
1383,AsJh6s4h,0.589100,0.004920,0.009643,10000
1384,AsKhQh7s,0.589100,0.004920,0.009643,10000
1385,KsKhTs7s,0.589000,0.004920,0.009643,10000
1386,As9h8h4s,0.589000,0.004920,0.009643,10000
1387,KsKh5d3s,0.589000,0.004920,0.009643,10000
1388,AsTs7h3h,0.588900,0.004920,0.009644,10000
1389,AsJs9h7h,0.588900,0.004920,0.009644,10000
1390,KsKh7s5d,0.588900,0.004920,0.009644,10000
1391,AsQsQhTc,0.588900,0.004920,0.009644,10000
1392,AsQsQh4d,0.588900,0.004920,0.009644,10000
1393,KsKh5d4h,0.588900,0.004920,0.009644,10000
1394,KsQsQh6h,0.588900,0.004920,0.009644,10000
1395,AsJh8d5s,0.588800,0.004921,0.009644,10000
1396,KsKh9d6h,0.588800,0.004921,0.009644,10000
1397,AsTs9h6h,0.588800,0.004921,0.009644,10000
1398,QsQhJs9h,0.588800,0.004921,0.009644,10000
1399,AsKhTs3h,0.588600,0.004921,0.009645,10000
1400,AsKhJsTd,0.588600,0.004921,0.009645,10000
1401,QsQh8h6s,0.588600,0.004921,0.009645,10000
1402,KsKhQd6s,0.588500,0.004921,0.009645,10000
1403,AsQsQh8c,0.588500,0.004921,0.009645,10000
1404,QsQh8h7s,0.588500,0.004921,0.009645,10000
1405,AsJh7h3s,0.588400,0.004921,0.009646,10000
1406,AsKhQs8h,0.588400,0.004921,0.009646,10000
1407,As8h7h6s,0.588400,0.004921,0.009646,10000
1408,AsKh6h3s,0.588300,0.004921,0.009646,10000
1409,QsQhTs7h,0.588300,0.004921,0.009646,10000
1410,KsKhQh6d,0.588200,0.004922,0.009646,10000
1411,AsKh3s2h,0.588200,0.004922,0.009646,10000
1412,KsKhQh7d,0.588100,0.004922,0.009647,10000
1413,KsKhQd2h,0.588100,0.004922,0.009647,10000
1414,As9h8s4h,0.588100,0.004922,0.009647,10000
1415,As9h8h7s,0.588000,0.004922,0.009647,10000
1416,KsKh8s7s,0.588000,0.004922,0.009647,10000
1417,AsQsQh3d,0.588000,0.004922,0.009647,10000
1418,AsKh9h3s,0.588000,0.004922,0.009647,10000
1419,AsQhJdTs,0.587900,0.004922,0.009647,10000
1420,KsKhQd4h,0.587900,0.004922,0.009647,10000
1421,AsJh9s4h,0.587900,0.004922,0.009647,10000
1422,AsJsJh2h,0.587800,0.004922,0.009648,10000
1423,KsKhQhTh,0.587700,0.004922,0.009648,10000
1424,KsKhTd6s,0.587700,0.004922,0.009648,10000
1425,KsKhTd7c,0.587700,0.004922,0.009648,10000
1426,KsKhJh5d,0.587700,0.004922,0.009648,10000
1427,KsKhJd7s,0.587700,0.004922,0.009648,10000
1428,AsKsTh2h,0.587700,0.004922,0.009648,10000
1429,AsJh8d5h,0.587600,0.004923,0.009648,10000
1430,AsKh9s4h,0.587600,0.004923,0.009648,10000
1431,KsKhQs8d,0.587600,0.004923,0.009648,10000
1432,KsKhTh8h,0.587500,0.004923,0.009649,10000
1433,AsJsTh3d,0.587400,0.004923,0.009649,10000
1434,AsKsQh7h,0.587400,0.004923,0.009649,10000
1435,AsQsQh9d,0.587400,0.004923,0.009649,10000
1436,AsJh5h3s,0.587400,0.004923,0.009649,10000
1437,AsQh4h3s,0.587400,0.004923,0.009649,10000
1438,As9h8h3s,0.587300,0.004923,0.009649,10000
1439,AsJh6s5h,0.587300,0.004923,0.009649,10000
1440,AsTh9d8s,0.587200,0.004923,0.009650,10000
1441,KsKh5h4d,0.587200,0.004923,0.009650,10000
1442,AsTh8s3h,0.587200,0.004923,0.009650,10000
1443,AsJs8h5d,0.587000,0.004924,0.009651,10000
1444,AsQh6s4h,0.587000,0.004924,0.009651,10000
1445,As8h7s6h,0.586900,0.004924,0.009651,10000
1446,AsQhTd8s,0.586900,0.004924,0.009651,10000
1447,AsKhJdTh,0.586800,0.004924,0.009651,10000
1448,AsQsQhJs,0.586800,0.004924,0.009651,10000
1449,AsJh6h4s,0.586700,0.004924,0.009652,10000
1450,AsQh9s8d,0.586600,0.004924,0.009652,10000
1451,AsTh8h2s,0.586600,0.004924,0.009652,10000
1452,KsKh9s7s,0.586600,0.004924,0.009652,10000
1453,AsQh7s4h,0.586600,0.004924,0.009652,10000
1454,KsQsQh8h,0.586600,0.004924,0.009652,10000
1455,KsKhQd6h,0.586500,0.004925,0.009652,10000
1456,AsTs8h7d,0.586400,0.004925,0.009653,10000
1457,KsKhQd8h,0.586400,0.004925,0.009653,10000
1458,AsQh5s2h,0.586400,0.004925,0.009653,10000
1459,KsTsTh9h,0.586400,0.004925,0.009653,10000
1460,TsTh9s9h,0.586400,0.004925,0.009653,10000
1461,KsKhJs5d,0.586300,0.004925,0.009653,10000
1462,AsTs9h2h,0.586300,0.004925,0.009653,10000
1463,QsQh8s7h,0.586300,0.004925,0.009653,10000
1464,AsKhTh9d,0.586300,0.004925,0.009653,10000
1465,AsTh9s3h,0.586300,0.004925,0.009653,10000
1466,As9h8s6h,0.586300,0.004925,0.009653,10000
1467,AsKs7h5d,0.586200,0.004925,0.009653,10000
1468,AsQs5h3h,0.586200,0.004925,0.009653,10000
1469,KsKh7d6s,0.586200,0.004925,0.009653,10000
1470,AsJh7d5s,0.586100,0.004925,0.009654,10000
1471,KsKhTs5d,0.586100,0.004925,0.009654,10000
1472,KsKhQd7s,0.586100,0.004925,0.009654,10000
1473,KsKhQsJs,0.586100,0.004925,0.009654,10000
1474,AsJh9h4s,0.586000,0.004925,0.009654,10000
1475,AsTs6h4h,0.586000,0.004925,0.009654,10000
1476,KsKh5s3d,0.586000,0.004925,0.009654,10000
1477,AsTh8d7s,0.586000,0.004925,0.009654,10000
1478,AsQh9h4s,0.586000,0.004925,0.009654,10000
1479,As9s8h7h,0.586000,0.004925,0.009654,10000
1480,KsKhJd3s,0.586000,0.004925,0.009654,10000
1481,AsJs6h5h,0.586000,0.004925,0.009654,10000
1482,KsKh5d4s,0.586000,0.004925,0.009654,10000
1483,AsJh8s2h,0.586000,0.004925,0.009654,10000
1484,KsQhTsTh,0.585900,0.004926,0.009654,10000
1485,QsQh9h6s,0.585900,0.004926,0.009654,10000
1486,AsAhAd7d,0.585800,0.004926,0.009655,10000
1487,KsJsJh9h,0.585800,0.004926,0.009655,10000
1488,AsQs7h4h,0.585800,0.004926,0.009655,10000
1489,AsKs8h7d,0.585800,0.004926,0.009655,10000
1490,As7h5h3s,0.585800,0.004926,0.009655,10000
1491,AsKh5h2s,0.585700,0.004926,0.009655,10000
1492,AsJh9h2s,0.585700,0.004926,0.009655,10000
1493,KsKhQd7h,0.585700,0.004926,0.009655,10000
1494,AsQsQh5c,0.585700,0.004926,0.009655,10000
1495,KsKhTd3s,0.585600,0.004926,0.009655,10000
1496,KsKh8d6s,0.585500,0.004926,0.009656,10000
1497,KsKhJs2d,0.585500,0.004926,0.009656,10000
1498,KsTsTh8h,0.585500,0.004926,0.009656,10000
1499,AsJs9h3h,0.585400,0.004927,0.009656,10000
1500,AsTs8h2h,0.585400,0.004927,0.009656,10000
1501,AsJs4h3h,0.585300,0.004927,0.009656,10000
1502,As9s7h4h,0.585300,0.004927,0.009656,10000
1503,AsQsTh8d,0.585300,0.004927,0.009656,10000
1504,AsQh9s2h,0.585200,0.004927,0.009657,10000
1505,As9h7h5s,0.585200,0.004927,0.009657,10000
1506,AsKsTh8d,0.585200,0.004927,0.009657,10000
1507,As8s7h5h,0.585100,0.004927,0.009657,10000
1508,As9h8h2s,0.585100,0.004927,0.009657,10000
1509,AsJsJhTs,0.585100,0.004927,0.009657,10000
1510,AsTh8s8h,0.585100,0.004927,0.009657,10000
1511,AsQhJdTd,0.585000,0.004927,0.009657,10000
