rank,normalized_hand,win_rate,standard_deviation,confidence_interval,simulations
6511,QsJs9s9h,0.525333,0.009117,0.017869,3000
6512,KsJh9s3d,0.525333,0.009117,0.017869,3000
6513,Ks6s5h4h,0.525333,0.009117,0.017869,3000
6514,QsQh6d3d,0.525333,0.009117,0.017869,3000
6515,Qs8s8h5h,0.525333,0.009117,0.017869,3000
6516,KsQh8s2h,0.525333,0.009117,0.017869,3000
6517,KsQhJh6d,0.525333,0.009117,0.017869,3000
6518,As9h4d3h,0.525333,0.009117,0.017869,3000
6519,9s6h5s5h,0.525333,0.009117,0.017869,3000
6520,As9h5h2d,0.525333,0.009117,0.017869,3000
6521,KsQsJs2h,0.525333,0.009117,0.017869,3000
6522,JsJh8d6h,0.525333,0.009117,0.017869,3000
6523,KsQh9d8c,0.525000,0.009117,0.017870,3000
6524,KsQh9d7d,0.525000,0.009117,0.017870,3000
6525,KsQh9d6s,0.525000,0.009117,0.017870,3000
6526,QsJsJh4c,0.525000,0.009117,0.017870,3000
6527,As5h4d2s,0.525000,0.009117,0.017870,3000
6528,Ts7h6s6h,0.525000,0.009117,0.017870,3000
6529,KsQh8d6s,0.525000,0.009117,0.017870,3000
6530,As9s5s5h,0.525000,0.009117,0.017870,3000
6531,KsJh7s3d,0.525000,0.009117,0.017870,3000
6532,QsJh6s3h,0.525000,0.009117,0.017870,3000
6533,QsTh7s7h,0.525000,0.009117,0.017870,3000
6534,Ks9s9h8s,0.525000,0.009117,0.017870,3000
6535,KsQh7h2s,0.525000,0.009117,0.017870,3000
6536,JsJhTh5d,0.525000,0.009117,0.017870,3000
6537,KsQhJd5s,0.525000,0.009117,0.017870,3000
6538,QsTh6h4s,0.525000,0.009117,0.017870,3000
6539,JsTh8s6h,0.525000,0.009117,0.017870,3000
6540,As8s6s6h,0.525000,0.009117,0.017870,3000
6541,KsKhKdQs,0.525000,0.009117,0.017870,3000
6542,AsTs3h2s,0.525000,0.009117,0.017870,3000
6543,KsQh6s2h,0.525000,0.009117,0.017870,3000
6544,KsTh6s4s,0.525000,0.009117,0.017870,3000
6545,KsKhKdJd,0.525000,0.009117,0.017870,3000
6546,QsQh8d6c,0.525000,0.009117,0.017870,3000
6547,JsJh7d5s,0.525000,0.009117,0.017870,3000
6548,AsJh3d2c,0.525000,0.009117,0.017870,3000
6549,Ks9s7h3h,0.524667,0.009118,0.017870,3000
6550,TsTh8d7s,0.524667,0.009118,0.017870,3000
6551,AsJh6d3c,0.524667,0.009118,0.017870,3000
6552,KsQh9h6h,0.524667,0.009118,0.017870,3000
6553,KsJh7s4d,0.524667,0.009118,0.017870,3000
6554,Ks9h8h4s,0.524667,0.009118,0.017870,3000
6555,Ks9s8h5s,0.524667,0.009118,0.017870,3000
6556,As5h3d2h,0.524667,0.009118,0.017870,3000
6557,TsTh8h3s,0.524667,0.009118,0.017870,3000
6558,JsJhTd3s,0.524667,0.009118,0.017870,3000
6559,QsQh8s4d,0.524667,0.009118,0.017870,3000
6560,QsQh4h2d,0.524667,0.009118,0.017870,3000
6561,QsJs7h6h,0.524667,0.009118,0.017870,3000
6562,KsQh6h5h,0.524667,0.009118,0.017870,3000
6563,As5h4s3s,0.524667,0.009118,0.017870,3000
6564,KsQhTd3s,0.524667,0.009118,0.017870,3000
6565,KsQsJh7s,0.524667,0.009118,0.017870,3000
6566,As6h5d3c,0.524667,0.009118,0.017870,3000
6567,QsTh9h8d,0.524667,0.009118,0.017870,3000
6568,KsQh6s4d,0.524667,0.009118,0.017870,3000
6569,AsKs6s2s,0.524667,0.009118,0.017870,3000
6570,KsTh5s4d,0.524667,0.009118,0.017870,3000
6571,KsQhJs7d,0.524667,0.009118,0.017870,3000
6572,QsTsTh5c,0.524333,0.009118,0.017871,3000
6573,Ks9s8h7s,0.524333,0.009118,0.017871,3000
6574,QsQh3h2d,0.524333,0.009118,0.017871,3000
6575,KsJhTh5d,0.524333,0.009118,0.017871,3000
6576,KsQs8h6s,0.524333,0.009118,0.017871,3000
6577,As8h5h2d,0.524333,0.009118,0.017871,3000
6578,KsTh8h6d,0.524333,0.009118,0.017871,3000
6579,KsQh6d4h,0.524333,0.009118,0.017871,3000
6580,As7h5d2d,0.524333,0.009118,0.017871,3000
6581,QsQh6h4h,0.524333,0.009118,0.017871,3000
6582,JsJhTh2d,0.524333,0.009118,0.017871,3000
6583,As7h6h2d,0.524333,0.009118,0.017871,3000
6584,QsQh9s4s,0.524333,0.009118,0.017871,3000
6585,KsJh4d3h,0.524333,0.009118,0.017871,3000
6586,KsJs8h6s,0.524333,0.009118,0.017871,3000
6587,KsQhJh4d,0.524333,0.009118,0.017871,3000
6588,KsJh7h4d,0.524333,0.009118,0.017871,3000
6589,KsQhTh4d,0.524333,0.009118,0.017871,3000
6590,Ts9s9h2d,0.524333,0.009118,0.017871,3000
6591,KsJh7d6h,0.524333,0.009118,0.017871,3000
6592,Ks9s7s7h,0.524333,0.009118,0.017871,3000
6593,TsTh9s4h,0.524333,0.009118,0.017871,3000
6594,QsQh5s3s,0.524000,0.009118,0.017872,3000
6595,QsQh5s2s,0.524000,0.009118,0.017872,3000
6596,TsTh8d6d,0.524000,0.009118,0.017872,3000
6597,JsTs4h3h,0.524000,0.009118,0.017872,3000
6598,QsJhTh7s,0.524000,0.009118,0.017872,3000
6599,Qs9h8h6s,0.524000,0.009118,0.017872,3000
6600,JsTsTh3d,0.524000,0.009118,0.017872,3000
6601,QsJh6s4h,0.524000,0.009118,0.017872,3000
6602,AsQh7d2c,0.524000,0.009118,0.017872,3000
6603,QsTh8s4h,0.524000,0.009118,0.017872,3000
6604,As8s4h2d,0.524000,0.009118,0.017872,3000
6605,JsJh7s2h,0.524000,0.009118,0.017872,3000
6606,KsQhJdTh,0.524000,0.009118,0.017872,3000
6607,TsTh7s6s,0.524000,0.009118,0.017872,3000
6608,As9s9h2s,0.524000,0.009118,0.017872,3000
6609,As8s5s2s,0.524000,0.009118,0.017872,3000
6610,TsTh8s4h,0.524000,0.009118,0.017872,3000
6611,QsQh7d3s,0.524000,0.009118,0.017872,3000
6612,Ks8s7h6s,0.524000,0.009118,0.017872,3000
6613,As7h6s2s,0.524000,0.009118,0.017872,3000
6614,QsTs9h8s,0.524000,0.009118,0.017872,3000
6615,KsTs6s4s,0.524000,0.009118,0.017872,3000
6616,KsJh9d5s,0.524000,0.009118,0.017872,3000
6617,KsTsTh5c,0.524000,0.009118,0.017872,3000
6618,TsTh5h4s,0.524000,0.009118,0.017872,3000
6619,KsQhJs6d,0.524000,0.009118,0.017872,3000
6620,7s7h6h5s,0.523667,0.009118,0.017872,3000
6621,KsTh9d5h,0.523667,0.009118,0.017872,3000
6622,KsJh5s3d,0.523667,0.009118,0.017872,3000
6623,KsJh7s6s,0.523667,0.009118,0.017872,3000
6624,JsTsTh9c,0.523667,0.009118,0.017872,3000
6625,KsTh9h2d,0.523667,0.009118,0.017872,3000
6626,Ks9s9h4h,0.523667,0.009118,0.017872,3000
6627,KsTs8h4s,0.523667,0.009118,0.017872,3000
6628,As8h4h2d,0.523667,0.009118,0.017872,3000
6629,KsJhTd3h,0.523667,0.009118,0.017872,3000
6630,KsQh9s7s,0.523667,0.009118,0.017872,3000
6631,QsQh6d3s,0.523667,0.009118,0.017872,3000
6632,QsJhTs5h,0.523667,0.009118,0.017872,3000
6633,KsJs8h2h,0.523667,0.009118,0.017872,3000
6634,As7s5h2s,0.523667,0.009118,0.017872,3000
6635,KsTh8s6s,0.523667,0.009118,0.017872,3000
6636,AsTs5s2s,0.523667,0.009118,0.017872,3000
6637,Ks5h4h3s,0.523667,0.009118,0.017872,3000
6638,QsQh5d3s,0.523667,0.009118,0.017872,3000
6639,QsQh5d2h,0.523667,0.009118,0.017872,3000
6640,KsTs9s6s,0.523667,0.009118,0.017872,3000
6641,QsTh8d7d,0.523667,0.009118,0.017872,3000
6642,KsQhTh2d,0.523667,0.009118,0.017872,3000
6643,7s7h6s3h,0.523667,0.009118,0.017872,3000
6644,Js9s9h7c,0.523667,0.009118,0.017872,3000
6645,KsJhTs4d,0.523667,0.009118,0.017872,3000
6646,KsKhKdQd,0.523667,0.009118,0.017872,3000
6647,As9s6h2s,0.523667,0.009118,0.017872,3000
6648,KsTh4s3d,0.523667,0.009118,0.017872,3000
6649,AsTh4d2d,0.523667,0.009118,0.017872,3000
6650,KsQsTs9s,0.523333,0.009119,0.017873,3000
6651,TsTh9h8h,0.523333,0.009119,0.017873,3000
6652,As8h5d2c,0.523333,0.009119,0.017873,3000
6653,Ks9h7d6h,0.523333,0.009119,0.017873,3000
6654,Qs9s8h7h,0.523333,0.009119,0.017873,3000
6655,Ks5h3s3h,0.523333,0.009119,0.017873,3000
6656,KsQs8h2h,0.523333,0.009119,0.017873,3000
6657,KsQh8h5h,0.523333,0.009119,0.017873,3000
6658,As6h4s2d,0.523333,0.009119,0.017873,3000
6659,KsJs5h4d,0.523333,0.009119,0.017873,3000
6660,As5s3h2s,0.523333,0.009119,0.017873,3000
6661,Ks9s8s7h,0.523333,0.009119,0.017873,3000
6662,QsQhTd7c,0.523333,0.009119,0.017873,3000
6663,KsQh6d3h,0.523333,0.009119,0.017873,3000
6664,QsQh4h3h,0.523333,0.009119,0.017873,3000
6665,KsTh6d3h,0.523333,0.009119,0.017873,3000
6666,KsTh6d4d,0.523333,0.009119,0.017873,3000
6667,KsJhTd6s,0.523333,0.009119,0.017873,3000
6668,JsJh9s6s,0.523333,0.009119,0.017873,3000
6669,As7s6h3s,0.523333,0.009119,0.017873,3000
6670,KsTh7h4d,0.523333,0.009119,0.017873,3000
6671,KsTs6h4d,0.523333,0.009119,0.017873,3000
6672,KsTs6h4s,0.523333,0.009119,0.017873,3000
6673,KsJh9s5d,0.523333,0.009119,0.017873,3000
6674,KsQh5h3h,0.523333,0.009119,0.017873,3000
6675,AsQh8d3c,0.523333,0.009119,0.017873,3000
6676,KsQhTd6h,0.523333,0.009119,0.017873,3000
6677,KsQhJh2d,0.523333,0.009119,0.017873,3000
6678,QsTs9h2h,0.523333,0.009119,0.017873,3000
6679,KsTs6s4h,0.523333,0.009119,0.017873,3000
6680,As8h2s2h,0.523333,0.009119,0.017873,3000
6681,KsTsTh3c,0.523333,0.009119,0.017873,3000
6682,As8h6d3d,0.523333,0.009119,0.017873,3000
6683,As8s8h4c,0.523333,0.009119,0.017873,3000
6684,As8s6h3s,0.523000,0.009119,0.017873,3000
6685,JsJh6d5d,0.523000,0.009119,0.017873,3000
6686,Qs8h5s5h,0.523000,0.009119,0.017873,3000
6687,QsQhTh2h,0.523000,0.009119,0.017873,3000
6688,KsQh9h5d,0.523000,0.009119,0.017873,3000
6689,Qs9s9h6c,0.523000,0.009119,0.017873,3000
6690,As5h4h2h,0.523000,0.009119,0.017873,3000
6691,KsJhTh6h,0.523000,0.009119,0.017873,3000
6692,JsJhTd3d,0.523000,0.009119,0.017873,3000
6693,KsTh6d5s,0.523000,0.009119,0.017873,3000
6694,JsJh3h2s,0.523000,0.009119,0.017873,3000
6695,Qs9s5h4h,0.523000,0.009119,0.017873,3000
6696,Ts8h6s6h,0.523000,0.009119,0.017873,3000
6697,QsQh4d3h,0.523000,0.009119,0.017873,3000
6698,JsTh8s5h,0.523000,0.009119,0.017873,3000
6699,JsJh4h2s,0.523000,0.009119,0.017873,3000
6700,JsJh5s2h,0.523000,0.009119,0.017873,3000
6701,Ts7s7h5h,0.523000,0.009119,0.017873,3000
6702,Ts7s7h6h,0.523000,0.009119,0.017873,3000
6703,KsQhTd5h,0.523000,0.009119,0.017873,3000
6704,QsJh8h6s,0.523000,0.009119,0.017873,3000
6705,Ks7s6h4h,0.523000,0.009119,0.017873,3000
6706,KsJh9d6d,0.523000,0.009119,0.017873,3000
6707,KsJhTs6s,0.523000,0.009119,0.017873,3000
6708,KsQs5s4s,0.523000,0.009119,0.017873,3000
6709,AsTh5h2h,0.523000,0.009119,0.017873,3000
6710,KsQhTs6s,0.522667,0.009119,0.017874,3000
6711,KsQh9d3h,0.522667,0.009119,0.017874,3000
6712,TsTh8d4s,0.522667,0.009119,0.017874,3000
6713,KsJs5s4s,0.522667,0.009119,0.017874,3000
6714,KsTs9h2d,0.522667,0.009119,0.017874,3000
6715,Ks9h8h7d,0.522667,0.009119,0.017874,3000
6716,AsTh6d2c,0.522667,0.009119,0.017874,3000
6717,JsTsTh8d,0.522667,0.009119,0.017874,3000
6718,KsQh7d4d,0.522667,0.009119,0.017874,3000
6719,As8h4d2h,0.522667,0.009119,0.017874,3000
6720,KsJs9s7h,0.522667,0.009119,0.017874,3000
6721,Ks9s5h2h,0.522667,0.009119,0.017874,3000
6722,As7s7h4d,0.522667,0.009119,0.017874,3000
6723,QsQh7s3d,0.522667,0.009119,0.017874,3000
6724,TsTh9d8d,0.522667,0.009119,0.017874,3000
6725,As8s6s2h,0.522667,0.009119,0.017874,3000
6726,As5s4s4h,0.522667,0.009119,0.017874,3000
6727,AsTs5s5h,0.522667,0.009119,0.017874,3000
6728,KsJh7h5h,0.522667,0.009119,0.017874,3000
6729,QsTh9h4s,0.522667,0.009119,0.017874,3000
6730,Qs9h6s5h,0.522667,0.009119,0.017874,3000
6731,QsJh8h5s,0.522667,0.009119,0.017874,3000
6732,KsTs5s4s,0.522667,0.009119,0.017874,3000
6733,TsTh6h4s,0.522667,0.009119,0.017874,3000
6734,KsQsTs6s,0.522333,0.009120,0.017874,3000
6735,KsJh6s4s,0.522333,0.009120,0.017874,3000
6736,QsTh5s5h,0.522333,0.009120,0.017874,3000
6737,QsTh5s3h,0.522333,0.009120,0.017874,3000
6738,KsTh9d3h,0.522333,0.009120,0.017874,3000
6739,TsTh8h6d,0.522333,0.009120,0.017874,3000
6740,JsTsTh4c,0.522333,0.009120,0.017874,3000
6741,Qs9s9h3h,0.522333,0.009120,0.017874,3000
6742,QsTsTh2c,0.522333,0.009120,0.017874,3000
6743,Ks9s8s8h,0.522333,0.009120,0.017874,3000
6744,KsJh5h3d,0.522333,0.009120,0.017874,3000
6745,KsTh7d3d,0.522333,0.009120,0.017874,3000
6746,QsQh3d2h,0.522333,0.009120,0.017874,3000
6747,JsJh9s3d,0.522333,0.009120,0.017874,3000
6748,QsQh6h3d,0.522333,0.009120,0.017874,3000
6749,TsTh9d7s,0.522333,0.009120,0.017874,3000
6750,QsQh4d2s,0.522333,0.009120,0.017874,3000
6751,QsQh5h2h,0.522333,0.009120,0.017874,3000
6752,KsJs8h5s,0.522333,0.009120,0.017874,3000
6753,AsTs4s3s,0.522333,0.009120,0.017874,3000
6754,KsQhJh7d,0.522333,0.009120,0.017874,3000
6755,As4h3h2h,0.522333,0.009120,0.017874,3000
6756,QsTh7h5s,0.522333,0.009120,0.017874,3000
6757,KsJh6d4h,0.522333,0.009120,0.017874,3000
6758,Ks6h4s3h,0.522333,0.009120,0.017874,3000
6759,JsJh9d2s,0.522333,0.009120,0.017874,3000
6760,KsQhJs2d,0.522333,0.009120,0.017874,3000
6761,Qs7s7h6h,0.522333,0.009120,0.017874,3000
6762,As8h6d2d,0.522333,0.009120,0.017874,3000
6763,KsQhTs2d,0.522333,0.009120,0.017874,3000
6764,KsJh6s2h,0.522000,0.009120,0.017875,3000
6765,Ts6s6h5h,0.522000,0.009120,0.017875,3000
6766,As9s5s3s,0.522000,0.009120,0.017875,3000
6767,As8h4d2d,0.522000,0.009120,0.017875,3000
6768,Ks6s4h3h,0.522000,0.009120,0.017875,3000
6769,KsTs8h6s,0.522000,0.009120,0.017875,3000
6770,QsQh8s3s,0.522000,0.009120,0.017875,3000
6771,KsTh7d5h,0.522000,0.009120,0.017875,3000
6772,QsTh9s4h,0.522000,0.009120,0.017875,3000
6773,QsJh7h5s,0.522000,0.009120,0.017875,3000
6774,As8s4h3s,0.522000,0.009120,0.017875,3000
6775,As9s4s3h,0.522000,0.009120,0.017875,3000
6776,As7s7h4s,0.522000,0.009120,0.017875,3000
6777,9s9h6h4s,0.522000,0.009120,0.017875,3000
6778,QsQh4d3s,0.522000,0.009120,0.017875,3000
6779,KsTh6h4h,0.522000,0.009120,0.017875,3000
6780,KsJh9s2d,0.522000,0.009120,0.017875,3000
6781,As9s9h4c,0.522000,0.009120,0.017875,3000
6782,KsQs8s6h,0.522000,0.009120,0.017875,3000
6783,KsQsJh2d,0.522000,0.009120,0.017875,3000
6784,KsJh6d4s,0.522000,0.009120,0.017875,3000
6785,Ks9h6s2h,0.522000,0.009120,0.017875,3000
6786,KsTs7s6s,0.522000,0.009120,0.017875,3000
6787,KsQsTh3s,0.522000,0.009120,0.017875,3000
6788,JsJh9d7h,0.522000,0.009120,0.017875,3000
6789,As9h5d2d,0.522000,0.009120,0.017875,3000
6790,Qs7s7h4h,0.522000,0.009120,0.017875,3000
6791,Ts8s8h4h,0.522000,0.009120,0.017875,3000
6792,TsTh9s7d,0.522000,0.009120,0.017875,3000
6793,Ks9h7h6h,0.521667,0.009120,0.017875,3000
6794,KsJs6s5h,0.521667,0.009120,0.017875,3000
6795,KsJh5s2d,0.521667,0.009120,0.017875,3000
6796,KsJs7s6s,0.521667,0.009120,0.017875,3000
6797,TsTh8h5d,0.521667,0.009120,0.017875,3000
6798,KsTs8h2h,0.521667,0.009120,0.017875,3000
6799,AsJs4s2s,0.521667,0.009120,0.017875,3000
6800,QsTs9s8h,0.521667,0.009120,0.017875,3000
6801,QsQhTd4c,0.521667,0.009120,0.017875,3000
6802,QsTh9s5h,0.521667,0.009120,0.017875,3000
6803,QsTh8s3h,0.521667,0.009120,0.017875,3000
6804,KsJhTd5d,0.521667,0.009120,0.017875,3000
6805,KsJh8s5d,0.521667,0.009120,0.017875,3000
6806,QsTs5h4h,0.521667,0.009120,0.017875,3000
6807,QsJh5h4s,0.521667,0.009120,0.017875,3000
6808,QsJh9s7d,0.521667,0.009120,0.017875,3000
6809,KsTh4d3h,0.521667,0.009120,0.017875,3000
6810,Ks5s4h2h,0.521667,0.009120,0.017875,3000
6811,8s8h5s4h,0.521667,0.009120,0.017875,3000
6812,9s9h7s4h,0.521667,0.009120,0.017875,3000
6813,KsJh9h6h,0.521667,0.009120,0.017875,3000
6814,Js7h5s5h,0.521667,0.009120,0.017875,3000
6815,AsJs6s3s,0.521667,0.009120,0.017875,3000
6816,QsTh9h8h,0.521667,0.009120,0.017875,3000
6817,KsJh3s3h,0.521667,0.009120,0.017875,3000
6818,KsQhJs2s,0.521667,0.009120,0.017875,3000
6819,As9s4h2s,0.521667,0.009120,0.017875,3000
6820,AsKhQd8c,0.521667,0.009120,0.017875,3000
6821,8s8h7h5s,0.521333,0.009120,0.017876,3000
6822,KsJh7s6d,0.521333,0.009120,0.017876,3000
6823,KsQh9h5h,0.521333,0.009120,0.017876,3000
6824,Ks9s8h3h,0.521333,0.009120,0.017876,3000
6825,KsJsTh4d,0.521333,0.009120,0.017876,3000
6826,As5h4h3h,0.521333,0.009120,0.017876,3000
6827,KsJhTh4h,0.521333,0.009120,0.017876,3000
6828,KsQs7h5d,0.521333,0.009120,0.017876,3000
6829,6s5s5h4h,0.521333,0.009120,0.017876,3000
6830,As9h8d4c,0.521333,0.009120,0.017876,3000
6831,KsJs9s2h,0.521333,0.009120,0.017876,3000
6832,KsJs6h4d,0.521333,0.009120,0.017876,3000
6833,9s9h5h3s,0.521333,0.009120,0.017876,3000
6834,QsQh7h4h,0.521333,0.009120,0.017876,3000
6835,KsQh4h2s,0.521333,0.009120,0.017876,3000
6836,KsJs9h2d,0.521333,0.009120,0.017876,3000
6837,KsJs9h5s,0.521333,0.009120,0.017876,3000
6838,KsJh8d5h,0.521333,0.009120,0.017876,3000
6839,KsTh6s2h,0.521333,0.009120,0.017876,3000
6840,AsJh5d2c,0.521333,0.009120,0.017876,3000
6841,Ks9h8d2s,0.521333,0.009120,0.017876,3000
6842,JsJhTs5d,0.521333,0.009120,0.017876,3000
6843,Qs7s7h5h,0.521333,0.009120,0.017876,3000
6844,AsTh4d2c,0.521333,0.009120,0.017876,3000
6845,QsQh3s2d,0.521333,0.009120,0.017876,3000
6846,QsQh9d3h,0.521333,0.009120,0.017876,3000
6847,AsQh4d2c,0.521000,0.009121,0.017876,3000
6848,AsJh7d2c,0.521000,0.009121,0.017876,3000
6849,Ks9h7d5d,0.521000,0.009121,0.017876,3000
6850,As5s4h3s,0.521000,0.009121,0.017876,3000
6851,JsJhTd4s,0.521000,0.009121,0.017876,3000
6852,KsTh7d4s,0.521000,0.009121,0.017876,3000
6853,Qs7h6s6h,0.521000,0.009121,0.017876,3000
6854,QsQh9s2s,0.521000,0.009121,0.017876,3000
6855,QsQh6d2s,0.521000,0.009121,0.017876,3000
6856,Qs8s8h7c,0.521000,0.009121,0.017876,3000
6857,KsQh8s7s,0.521000,0.009121,0.017876,3000
6858,AsKs4s4h,0.521000,0.009121,0.017876,3000
6859,QsJh8d7d,0.521000,0.009121,0.017876,3000
6860,Qs9h6s6h,0.521000,0.009121,0.017876,3000
6861,QsTs9h4h,0.521000,0.009121,0.017876,3000
6862,KsJh9d4d,0.521000,0.009121,0.017876,3000
6863,KsKhKdJh,0.521000,0.009121,0.017876,3000
6864,QsJh5s2h,0.521000,0.009121,0.017876,3000
6865,QsJh4s2h,0.521000,0.009121,0.017876,3000
6866,KsQh4s3s,0.521000,0.009121,0.017876,3000
6867,As4h3s2d,0.521000,0.009121,0.017876,3000
6868,Ks8h7s2h,0.521000,0.009121,0.017876,3000
6869,QsQh9d4d,0.521000,0.009121,0.017876,3000
6870,KsQhTs7s,0.520667,0.009121,0.017877,3000
6871,AsTh6h2d,0.520667,0.009121,0.017877,3000
6872,JsTh9s7h,0.520667,0.009121,0.017877,3000
6873,KsJs5s4h,0.520667,0.009121,0.017877,3000
6874,QsJs4h3h,0.520667,0.009121,0.017877,3000
6875,4s4h3s3h,0.520667,0.009121,0.017877,3000
6876,KsJsJh2s,0.520667,0.009121,0.017877,3000
6877,JsJh5h4h,0.520667,0.009121,0.017877,3000
6878,TsTh9d6s,0.520667,0.009121,0.017877,3000
6879,QsQhJd9c,0.520667,0.009121,0.017877,3000
6880,Ks6s5h2h,0.520667,0.009121,0.017877,3000
6881,As4s3h2d,0.520667,0.009121,0.017877,3000
6882,JsTs9h3h,0.520667,0.009121,0.017877,3000
6883,KsTh4h2s,0.520667,0.009121,0.017877,3000
6884,QsQh7d3d,0.520667,0.009121,0.017877,3000
6885,KsJsTs5h,0.520667,0.009121,0.017877,3000
6886,Ts8s8h7d,0.520667,0.009121,0.017877,3000
6887,As7h3s3h,0.520667,0.009121,0.017877,3000
6888,Ks8h7s3d,0.520667,0.009121,0.017877,3000
6889,JsJh7h2s,0.520333,0.009121,0.017877,3000
6890,Ks6h5d4d,0.520333,0.009121,0.017877,3000
6891,As5s5h3c,0.520333,0.009121,0.017877,3000
6892,KsTh8d6h,0.520333,0.009121,0.017877,3000
6893,Ks9h8h6h,0.520333,0.009121,0.017877,3000
6894,KsTs9h5s,0.520333,0.009121,0.017877,3000
6895,KsJs4h3h,0.520333,0.009121,0.017877,3000
6896,KsTs8h4d,0.520333,0.009121,0.017877,3000
6897,KsQh6d4d,0.520333,0.009121,0.017877,3000
6898,JsJh5h2d,0.520333,0.009121,0.017877,3000
6899,KsJhTd7h,0.520333,0.009121,0.017877,3000
6900,JsJh7s6d,0.520333,0.009121,0.017877,3000
6901,KsQhJd5d,0.520333,0.009121,0.017877,3000
6902,KsQhJd4h,0.520333,0.009121,0.017877,3000
6903,9s9h7h4s,0.520333,0.009121,0.017877,3000
6904,KsQs5h3d,0.520333,0.009121,0.017877,3000
6905,KsQh4h2d,0.520333,0.009121,0.017877,3000
6906,KsQs8s7s,0.520333,0.009121,0.017877,3000
6907,As7s4h3d,0.520333,0.009121,0.017877,3000
6908,JsJh6s5d,0.520333,0.009121,0.017877,3000
6909,KsTh5h2s,0.520333,0.009121,0.017877,3000
6910,Qs9h6s4h,0.520333,0.009121,0.017877,3000
6911,Ts9s9h8c,0.520333,0.009121,0.017877,3000
6912,KsQsTh4d,0.520333,0.009121,0.017877,3000
6913,Ks9h8d6d,0.520333,0.009121,0.017877,3000
6914,KsQh5s4s,0.520333,0.009121,0.017877,3000
6915,KsTs3h2h,0.520333,0.009121,0.017877,3000
6916,QsQh8d3s,0.520333,0.009121,0.017877,3000
6917,As4h3s2s,0.520333,0.009121,0.017877,3000
6918,JsJh9h6h,0.520333,0.009121,0.017877,3000
6919,KsTs5s4h,0.520333,0.009121,0.017877,3000
6920,KsKh7d2c,0.520333,0.009121,0.017877,3000
6921,KsQsTs7h,0.520000,0.009121,0.017878,3000
6922,As9s6s2h,0.520000,0.009121,0.017878,3000
6923,JsJh6d5h,0.520000,0.009121,0.017878,3000
6924,KsJh6s5s,0.520000,0.009121,0.017878,3000
6925,JsTh9s6h,0.520000,0.009121,0.017878,3000
6926,9s7s7h6h,0.520000,0.009121,0.017878,3000
6927,Ks9h6d3s,0.520000,0.009121,0.017878,3000
6928,KsQh8d5h,0.520000,0.009121,0.017878,3000
6929,QsJh3h2s,0.520000,0.009121,0.017878,3000
6930,As6s5s3s,0.520000,0.009121,0.017878,3000
6931,Qs9h5h3s,0.520000,0.009121,0.017878,3000
6932,KsJh5d4c,0.520000,0.009121,0.017878,3000
6933,KsQh4d3d,0.520000,0.009121,0.017878,3000
6934,QsJh5h3s,0.520000,0.009121,0.017878,3000
6935,KsTh6h3h,0.520000,0.009121,0.017878,3000
6936,Js8s8h4h,0.520000,0.009121,0.017878,3000
6937,9s9h8s7d,0.520000,0.009121,0.017878,3000
6938,AsTs4s4h,0.520000,0.009121,0.017878,3000
6939,KsJh7h6h,0.520000,0.009121,0.017878,3000
6940,KsJh7h6d,0.520000,0.009121,0.017878,3000
6941,KsQs4h3s,0.520000,0.009121,0.017878,3000
6942,KsTs7s4h,0.520000,0.009121,0.017878,3000
6943,KsJh8d5s,0.520000,0.009121,0.017878,3000
6944,AsJs6s2h,0.520000,0.009121,0.017878,3000
6945,7s7h5s3h,0.520000,0.009121,0.017878,3000
6946,As9h4d2h,0.520000,0.009121,0.017878,3000
6947,KsKhKd2d,0.520000,0.009121,0.017878,3000
6948,JsJh7d6h,0.520000,0.009121,0.017878,3000
6949,8s8h7s5h,0.520000,0.009121,0.017878,3000
6950,KsQsTs4h,0.519667,0.009122,0.017878,3000
6951,AsAhAdAc,0.519667,0.009122,0.017878,3000
6952,Ks6s6h3h,0.519667,0.009122,0.017878,3000
6953,KsTh9d3d,0.519667,0.009122,0.017878,3000
6954,Ks9h6d5d,0.519667,0.009122,0.017878,3000
6955,QsJh4h3s,0.519667,0.009122,0.017878,3000
6956,KsTh8d4s,0.519667,0.009122,0.017878,3000
6957,AsQh6d2c,0.519667,0.009122,0.017878,3000
6958,TsTh7d6h,0.519667,0.009122,0.017878,3000
6959,JsJhTd6s,0.519667,0.009122,0.017878,3000
6960,QsJh7h3s,0.519667,0.009122,0.017878,3000
6961,KsQh5d3s,0.519667,0.009122,0.017878,3000
6962,KsJhTd4d,0.519667,0.009122,0.017878,3000
6963,KsJh8s4d,0.519667,0.009122,0.017878,3000
6964,KsQs6h3d,0.519667,0.009122,0.017878,3000
6965,QsTh6h3s,0.519667,0.009122,0.017878,3000
6966,KsQhJd6s,0.519667,0.009122,0.017878,3000
6967,Ks9s5s4h,0.519667,0.009122,0.017878,3000
6968,Ks9s6s5h,0.519667,0.009122,0.017878,3000
6969,Qs8h7h6s,0.519667,0.009122,0.017878,3000
6970,KsTs9s5h,0.519667,0.009122,0.017878,3000
6971,KsJh7d4h,0.519667,0.009122,0.017878,3000
6972,KsJhTs5s,0.519667,0.009122,0.017878,3000
6973,AsQs6s2h,0.519667,0.009122,0.017878,3000
6974,TsTh5h3s,0.519667,0.009122,0.017878,3000
6975,As7h4s2d,0.519667,0.009122,0.017878,3000
