rank,normalized_hand,win_rate,standard_deviation,confidence_interval,simulations
2009,As8h5h3s,0.586667,0.008991,0.017621,3000
2010,AsKs8h3h,0.586667,0.008991,0.017621,3000
2011,KsKhQd9s,0.586667,0.008991,0.017621,3000
2012,AsTh9d5s,0.586667,0.008991,0.017621,3000
2013,As7s6h5h,0.586667,0.008991,0.017621,3000
2014,AsJh3s2h,0.586667,0.008991,0.017621,3000
2015,KsKhTd5h,0.586667,0.008991,0.017621,3000
2016,AsQsQh8s,0.586667,0.008991,0.017621,3000
2017,KsKhJd6h,0.586667,0.008991,0.017621,3000
2018,KsKh5h3d,0.586667,0.008991,0.017621,3000
2019,AsQsTh8s,0.586667,0.008991,0.017621,3000
2020,As9s6h4h,0.586667,0.008991,0.017621,3000
2021,AsTs4h2h,0.586667,0.008991,0.017621,3000
2022,AsKh4s2h,0.586667,0.008991,0.017621,3000
2023,As9s4h3h,0.586667,0.008991,0.017621,3000
2024,KsQhJs9h,0.586667,0.008991,0.017621,3000
2025,KsKhQs8s,0.586667,0.008991,0.017621,3000
2026,AsJhTd9h,0.586667,0.008991,0.017621,3000
2027,AsKs9s8h,0.586333,0.008992,0.017624,3000
2028,AsQhJd5h,0.586333,0.008992,0.017624,3000
2029,AsJh6d5s,0.586333,0.008992,0.017624,3000
2030,AsKsJh2d,0.586333,0.008992,0.017624,3000
2031,AsKsJh6h,0.586333,0.008992,0.017624,3000
2032,AsJs7h2h,0.586333,0.008992,0.017624,3000
2033,AsTh7d4d,0.586333,0.008992,0.017624,3000
2034,AsKhTd4s,0.586333,0.008992,0.017624,3000
2035,AsQh7d5s,0.586333,0.008992,0.017624,3000
2036,AsKh7d3s,0.586333,0.008992,0.017624,3000
2037,AsKh6h5d,0.586333,0.008992,0.017624,3000
2038,KsQh9s8h,0.586333,0.008992,0.017624,3000
2039,AsQh8d6s,0.586333,0.008992,0.017624,3000
2040,AsQhJs9d,0.586333,0.008992,0.017624,3000
2041,KsKhTd4h,0.586333,0.008992,0.017624,3000
2042,KsKhTd6d,0.586333,0.008992,0.017624,3000
2043,KsKhTd7c,0.586333,0.008992,0.017624,3000
2044,AsKsQh3d,0.586333,0.008992,0.017624,3000
2045,AsQsQh7s,0.586333,0.008992,0.017624,3000
2046,KsKhJd6s,0.586333,0.008992,0.017624,3000
2047,AsJs6h4h,0.586333,0.008992,0.017624,3000
2048,KsKh5d3s,0.586333,0.008992,0.017624,3000
2049,AsQhTh7d,0.586333,0.008992,0.017624,3000
2050,QsQh2s2h,0.586333,0.008992,0.017624,3000
2051,AsKhQdTs,0.586333,0.008992,0.017624,3000
2052,AsQs8s5h,0.586333,0.008992,0.017624,3000
2053,AsKh5s4s,0.586333,0.008992,0.017624,3000
2054,AsJh9h8d,0.586000,0.008993,0.017626,3000
2055,AsKh9s4d,0.586000,0.008993,0.017626,3000
2056,AsKhJd4h,0.586000,0.008993,0.017626,3000
2057,KsJsJhTc,0.586000,0.008993,0.017626,3000
2058,QsQh6s4h,0.586000,0.008993,0.017626,3000
2059,AsJs8h5s,0.586000,0.008993,0.017626,3000
2060,AsQs7h6d,0.586000,0.008993,0.017626,3000
2061,As8h7s6h,0.586000,0.008993,0.017626,3000
2062,AsQs9h3h,0.586000,0.008993,0.017626,3000
2063,AsKhQs6s,0.586000,0.008993,0.017626,3000
2064,KsKhQd7h,0.586000,0.008993,0.017626,3000
2065,AsTh9d8d,0.586000,0.008993,0.017626,3000
2066,AsKh3s3h,0.586000,0.008993,0.017626,3000
2067,As9h8h3s,0.586000,0.008993,0.017626,3000
2068,AsJsJh9c,0.586000,0.008993,0.017626,3000
2069,AsKs9h8d,0.586000,0.008993,0.017626,3000
2070,AsKh9h5h,0.586000,0.008993,0.017626,3000
2071,AsQsTh5d,0.586000,0.008993,0.017626,3000
2072,KsKh8h5d,0.586000,0.008993,0.017626,3000
2073,AsTs9s7h,0.586000,0.008993,0.017626,3000
2074,AsJhTd3h,0.586000,0.008993,0.017626,3000
2075,AsKs6h4d,0.585667,0.008994,0.017628,3000
2076,AsQs7h5d,0.585667,0.008994,0.017628,3000
2077,KsKh4s2d,0.585667,0.008994,0.017628,3000
2078,AsTh8d4h,0.585667,0.008994,0.017628,3000
2079,KsKhQd6s,0.585667,0.008994,0.017628,3000
2080,AsKsQs3h,0.585667,0.008994,0.017628,3000
2081,AsKhJs7s,0.585667,0.008994,0.017628,3000
2082,AsKhQh3d,0.585667,0.008994,0.017628,3000
2083,KsQsTh9h,0.585667,0.008994,0.017628,3000
2084,AsQhTh4h,0.585667,0.008994,0.017628,3000
2085,AsTs5h3h,0.585667,0.008994,0.017628,3000
2086,QsQhJsTd,0.585667,0.008994,0.017628,3000
2087,AsKhJs2d,0.585667,0.008994,0.017628,3000
2088,As8h7h2s,0.585667,0.008994,0.017628,3000
2089,KsKh8d6s,0.585333,0.008995,0.017630,3000
2090,As9h6s5h,0.585333,0.008995,0.017630,3000
2091,AsQh9s8s,0.585333,0.008995,0.017630,3000
2092,As6h5s4h,0.585333,0.008995,0.017630,3000
2093,KsKhTs6d,0.585333,0.008995,0.017630,3000
2094,AsKh8s8h,0.585333,0.008995,0.017630,3000
2095,KsKhJs4s,0.585333,0.008995,0.017630,3000
2096,AsJs8h2h,0.585333,0.008995,0.017630,3000
2097,AsKhTd7h,0.585333,0.008995,0.017630,3000
2098,AsTh8h7d,0.585333,0.008995,0.017630,3000
2099,AsTh8d5h,0.585333,0.008995,0.017630,3000
2100,KsKhQd8d,0.585333,0.008995,0.017630,3000
2101,AsTh9d7d,0.585333,0.008995,0.017630,3000
2102,AsJh8d3s,0.585333,0.008995,0.017630,3000
2103,AsJhTh4d,0.585333,0.008995,0.017630,3000
2104,KsJh9h8s,0.585333,0.008995,0.017630,3000
2105,AsTh7s7h,0.585333,0.008995,0.017630,3000
2106,KsKh5d4d,0.585333,0.008995,0.017630,3000
2107,KsKh6h3d,0.585333,0.008995,0.017630,3000
2108,KsKh8h7d,0.585333,0.008995,0.017630,3000
2109,AsJh5h2s,0.585333,0.008995,0.017630,3000
2110,As8h7h4s,0.585333,0.008995,0.017630,3000
2111,KsQsQh9c,0.585333,0.008995,0.017630,3000
2112,KsQsQh9d,0.585333,0.008995,0.017630,3000
2113,AsQh6h3s,0.585000,0.008996,0.017632,3000
2114,KsKh9h2s,0.585000,0.008996,0.017632,3000
2115,AsQh9s4h,0.585000,0.008996,0.017632,3000
2116,AsKhQs2d,0.585000,0.008996,0.017632,3000
2117,AsQh9d8h,0.585000,0.008996,0.017632,3000
2118,AsTh9d7s,0.585000,0.008996,0.017632,3000
2119,AsKhQsJd,0.585000,0.008996,0.017632,3000
2120,AsQh9h5h,0.585000,0.008996,0.017632,3000
2121,As8h6s3h,0.585000,0.008996,0.017632,3000
2122,AsQh8d5d,0.585000,0.008996,0.017632,3000
2123,AsKs7h4d,0.585000,0.008996,0.017632,3000
2124,AsKhTs3d,0.585000,0.008996,0.017632,3000
2125,AsKhTs7d,0.585000,0.008996,0.017632,3000
2126,AsJhTh5h,0.585000,0.008996,0.017632,3000
2127,KsJhTsTh,0.585000,0.008996,0.017632,3000
2128,AsQh7s5d,0.585000,0.008996,0.017632,3000
2129,As9h5h3s,0.585000,0.008996,0.017632,3000
2130,AsQs5h2h,0.585000,0.008996,0.017632,3000
2131,JsJh9h8s,0.585000,0.008996,0.017632,3000
2132,AsTh9s8d,0.585000,0.008996,0.017632,3000
2133,AsJh8s6d,0.585000,0.008996,0.017632,3000
2134,AsTh6h2s,0.584667,0.008997,0.017634,3000
2135,QsQh5s3h,0.584667,0.008997,0.017634,3000
2136,QsJsJh9h,0.584667,0.008997,0.017634,3000
2137,AsJs9h2d,0.584667,0.008997,0.017634,3000
2138,AsKhJd3s,0.584667,0.008997,0.017634,3000
2139,AsJs8h6d,0.584667,0.008997,0.017634,3000
2140,AsKs8s6h,0.584667,0.008997,0.017634,3000
2141,AsJs8h4d,0.584667,0.008997,0.017634,3000
2142,AsJh7h2s,0.584667,0.008997,0.017634,3000
2143,AsTs8h5s,0.584667,0.008997,0.017634,3000
2144,AsKh7d5h,0.584667,0.008997,0.017634,3000
2145,KsKhQd6h,0.584667,0.008997,0.017634,3000
2146,AsQsTs5s,0.584667,0.008997,0.017634,3000
2147,AsQsJs3h,0.584667,0.008997,0.017634,3000
2148,AsJhTh9d,0.584667,0.008997,0.017634,3000
2149,AsTsTh2h,0.584667,0.008997,0.017634,3000
2150,AsQh7s5s,0.584667,0.008997,0.017634,3000
2151,AsQhTh3d,0.584667,0.008997,0.017634,3000
2152,KsKh6d5s,0.584667,0.008997,0.017634,3000
2153,KsKh8d5d,0.584333,0.008998,0.017636,3000
2154,KsKh8d5s,0.584333,0.008998,0.017636,3000
2155,AsTh7h2s,0.584333,0.008998,0.017636,3000
2156,AsJh7d6s,0.584333,0.008998,0.017636,3000
2157,AsKhJd7s,0.584333,0.008998,0.017636,3000
2158,KsKh4s3d,0.584333,0.008998,0.017636,3000
2159,KsTh9h7s,0.584333,0.008998,0.017636,3000
2160,As8h7s7h,0.584333,0.008998,0.017636,3000
2161,AsQh9h6d,0.584333,0.008998,0.017636,3000
2162,AsQh9h8d,0.584333,0.008998,0.017636,3000
2163,AsKhQs3s,0.584333,0.008998,0.017636,3000
2164,AsQh8h3s,0.584333,0.008998,0.017636,3000
2165,AsKh5d2d,0.584333,0.008998,0.017636,3000
2166,AsQh9h4s,0.584333,0.008998,0.017636,3000
2167,AsQhJs4s,0.584333,0.008998,0.017636,3000
2168,AsKsTs8s,0.584333,0.008998,0.017636,3000
2169,AsQsQh4s,0.584333,0.008998,0.017636,3000
2170,AsQsQh6d,0.584333,0.008998,0.017636,3000
2171,AsQh5s2h,0.584333,0.008998,0.017636,3000
2172,AsJs6h5d,0.584333,0.008998,0.017636,3000
2173,AsTs5h2h,0.584333,0.008998,0.017636,3000
2174,AsQs5h4d,0.584333,0.008998,0.017636,3000
2175,AsKhQd9h,0.584333,0.008998,0.017636,3000
2176,AsJh9h7d,0.584000,0.008999,0.017638,3000
2177,AsQh9s8d,0.584000,0.008999,0.017638,3000
2178,AsTs7h4s,0.584000,0.008999,0.017638,3000
2179,AsKhJd5h,0.584000,0.008999,0.017638,3000
2180,AsJs7h6d,0.584000,0.008999,0.017638,3000
2181,AsJs8h7s,0.584000,0.008999,0.017638,3000
2182,AsTh8h4h,0.584000,0.008999,0.017638,3000
2183,AsTs9h2d,0.584000,0.008999,0.017638,3000
2184,QsQh8s6h,0.584000,0.008999,0.017638,3000
2185,AsTs9h6d,0.584000,0.008999,0.017638,3000
2186,AsTs9h8d,0.584000,0.008999,0.017638,3000
2187,QsQhJhTd,0.584000,0.008999,0.017638,3000
2188,KsKhQd4d,0.584000,0.008999,0.017638,3000
2189,JsJhTh8s,0.584000,0.008999,0.017638,3000
2190,KsKhTh2d,0.584000,0.008999,0.017638,3000
2191,AsJsTs7h,0.584000,0.008999,0.017638,3000
2192,AsKh9d8s,0.584000,0.008999,0.017638,3000
2193,KsQhJh9s,0.584000,0.008999,0.017638,3000
2194,AsQsQh8c,0.584000,0.008999,0.017638,3000
2195,As9s7h2h,0.584000,0.008999,0.017638,3000
2196,AsQh5s4s,0.584000,0.008999,0.017638,3000
2197,KsKh4d3s,0.584000,0.008999,0.017638,3000
2198,AsKs6s5h,0.584000,0.008999,0.017638,3000
2199,AsJh6h3s,0.584000,0.008999,0.017638,3000
2200,AsTh7s6d,0.584000,0.008999,0.017638,3000
2201,AsQhTh8d,0.584000,0.008999,0.017638,3000
2202,AsJs9s5h,0.584000,0.008999,0.017638,3000
2203,KsTsTh8h,0.584000,0.008999,0.017638,3000
2204,AsQsTh5s,0.584000,0.008999,0.017638,3000
2205,AsKsTh3s,0.584000,0.008999,0.017638,3000
2206,AsQh6s5s,0.584000,0.008999,0.017638,3000
2207,AsQhTd5s,0.584000,0.008999,0.017638,3000
2208,As9h8s5d,0.584000,0.008999,0.017638,3000
2209,AsKh5h4d,0.583667,0.009000,0.017640,3000
2210,AsKsJh3d,0.583667,0.009000,0.017640,3000
2211,AsKhTd8d,0.583667,0.009000,0.017640,3000
2212,AsKh3d2s,0.583667,0.009000,0.017640,3000
2213,AsJh7h6d,0.583667,0.009000,0.017640,3000
2214,AsQs8h3h,0.583667,0.009000,0.017640,3000
2215,AsJhTs9d,0.583667,0.009000,0.017640,3000
2216,AsJh8d2s,0.583667,0.009000,0.017640,3000
2217,KsKhTh5d,0.583667,0.009000,0.017640,3000
2218,AsJs3h2h,0.583667,0.009000,0.017640,3000
2219,KsKh7s5d,0.583667,0.009000,0.017640,3000
2220,AsQhTs5d,0.583667,0.009000,0.017640,3000
2221,As9s7h6h,0.583667,0.009000,0.017640,3000
2222,AsTs3h2h,0.583667,0.009000,0.017640,3000
2223,KsKh4d2s,0.583667,0.009000,0.017640,3000
2224,KsKh6d5h,0.583667,0.009000,0.017640,3000
2225,AsKhTh8h,0.583667,0.009000,0.017640,3000
2226,AsQs5h3d,0.583667,0.009000,0.017640,3000
2227,KsQsQhJs,0.583667,0.009000,0.017640,3000
2228,AsJh8s8h,0.583667,0.009000,0.017640,3000
2229,AsKh5h3h,0.583333,0.009001,0.017642,3000
2230,AsQh9s2h,0.583333,0.009001,0.017642,3000
2231,AsKs6h5s,0.583333,0.009001,0.017642,3000
2232,AsJh7d6d,0.583333,0.009001,0.017642,3000
2233,KsKhJs2s,0.583333,0.009001,0.017642,3000
2234,KsKhQh3d,0.583333,0.009001,0.017642,3000
2235,AsKhJh4d,0.583333,0.009001,0.017642,3000
2236,AsKh7d6s,0.583333,0.009001,0.017642,3000
2237,AsQh9d6s,0.583333,0.009001,0.017642,3000
2238,AsJh9d7d,0.583333,0.009001,0.017642,3000
2239,AsJhTs7s,0.583333,0.009001,0.017642,3000
2240,AsQhJs2d,0.583333,0.009001,0.017642,3000
2241,AsQh4s3h,0.583333,0.009001,0.017642,3000
2242,AsJhTh6s,0.583333,0.009001,0.017642,3000
2243,KsKhJh4d,0.583333,0.009001,0.017642,3000
2244,AsQsQh6s,0.583333,0.009001,0.017642,3000
2245,AsQsQh8d,0.583333,0.009001,0.017642,3000
2246,As9h7h5h,0.583333,0.009001,0.017642,3000
2247,As7h5s4h,0.583333,0.009001,0.017642,3000
2248,AsJhTd5d,0.583333,0.009001,0.017642,3000
2249,AsJhTd2h,0.583333,0.009001,0.017642,3000
2250,AsTs9s8s,0.583333,0.009001,0.017642,3000
2251,KsKh8d6d,0.583000,0.009002,0.017644,3000
2252,KsQhTsTh,0.583000,0.009002,0.017644,3000
2253,AsQh6h2s,0.583000,0.009002,0.017644,3000
2254,AsJh9h4d,0.583000,0.009002,0.017644,3000
2255,AsJh8d7d,0.583000,0.009002,0.017644,3000
2256,AsQh9s7d,0.583000,0.009002,0.017644,3000
2257,As9h7s6d,0.583000,0.009002,0.017644,3000
2258,As9h7s4d,0.583000,0.009002,0.017644,3000
2259,AsKhJd2d,0.583000,0.009002,0.017644,3000
2260,AsQs9s7h,0.583000,0.009002,0.017644,3000
2261,AsKh8s5s,0.583000,0.009002,0.017644,3000
2262,QsQh8s4h,0.583000,0.009002,0.017644,3000
2263,AsKhQs8d,0.583000,0.009002,0.017644,3000
2264,AsQh8h2s,0.583000,0.009002,0.017644,3000
2265,AsKh7d6h,0.583000,0.009002,0.017644,3000
2266,KsKhQd2d,0.583000,0.009002,0.017644,3000
2267,AsTh8d2h,0.583000,0.009002,0.017644,3000
2268,QsQh7s6h,0.583000,0.009002,0.017644,3000
2269,KsKhQd7s,0.583000,0.009002,0.017644,3000
2270,KsKhQd8s,0.583000,0.009002,0.017644,3000
2271,AsJhTs4s,0.583000,0.009002,0.017644,3000
2272,QsQh9s5h,0.583000,0.009002,0.017644,3000
2273,As9h7d5d,0.583000,0.009002,0.017644,3000
2274,AsJh7s6s,0.583000,0.009002,0.017644,3000
2275,KsKhTd2d,0.583000,0.009002,0.017644,3000
2276,AsTh6s2h,0.583000,0.009002,0.017644,3000
2277,As6s5h2h,0.583000,0.009002,0.017644,3000
2278,AsQh3h2s,0.583000,0.009002,0.017644,3000
2279,AsQsTh2d,0.583000,0.009002,0.017644,3000
2280,QsQhJs5h,0.583000,0.009002,0.017644,3000
2281,AsKh5s3s,0.583000,0.009002,0.017644,3000
2282,AsJh8d7s,0.582667,0.009003,0.017646,3000
2283,AsQhJd4s,0.582667,0.009003,0.017646,3000
2284,AsQhJd3d,0.582667,0.009003,0.017646,3000
2285,As8s5h4h,0.582667,0.009003,0.017646,3000
2286,AsKsJh4s,0.582667,0.009003,0.017646,3000
2287,KsKhJs3d,0.582667,0.009003,0.017646,3000
2288,AsQh5d4s,0.582667,0.009003,0.017646,3000
2289,AsJh7h5h,0.582667,0.009003,0.017646,3000
2290,KsKhQh4d,0.582667,0.009003,0.017646,3000
2291,AsQs8h6d,0.582667,0.009003,0.017646,3000
2292,AsTh9d2s,0.582667,0.009003,0.017646,3000
2293,AsKh6h4d,0.582667,0.009003,0.017646,3000
2294,AsKsQsJh,0.582667,0.009003,0.017646,3000
2295,KsKhTh4d,0.582667,0.009003,0.017646,3000
2296,QsQhJdTd,0.582667,0.009003,0.017646,3000
2297,As9h8h4s,0.582667,0.009003,0.017646,3000
2298,AsKsTs3h,0.582667,0.009003,0.017646,3000
2299,KsKh3d2s,0.582667,0.009003,0.017646,3000
2300,AsQsQh9c,0.582667,0.009003,0.017646,3000
2301,AsKh8d6s,0.582667,0.009003,0.017646,3000
2302,As9s7h4h,0.582667,0.009003,0.017646,3000
2303,AsTsTh4h,0.582667,0.009003,0.017646,3000
2304,AsTh3h2s,0.582667,0.009003,0.017646,3000
2305,KsKhQsJs,0.582667,0.009003,0.017646,3000
2306,KsQsQhJd,0.582667,0.009003,0.017646,3000
2307,AsJhTd3s,0.582667,0.009003,0.017646,3000
2308,AsJh8s4s,0.582667,0.009003,0.017646,3000
2309,AsQs6h2h,0.582333,0.009004,0.017648,3000
2310,KsKh9h5h,0.582333,0.009004,0.017648,3000
2311,AsJh8h7d,0.582333,0.009004,0.017648,3000
2312,AsTs7h6d,0.582333,0.009004,0.017648,3000
2313,AsQh5h4d,0.582333,0.009004,0.017648,3000
2314,AsKhJd5s,0.582333,0.009004,0.017648,3000
2315,KsKh9d8c,0.582333,0.009004,0.017648,3000
2316,KsKhQh2h,0.582333,0.009004,0.017648,3000
2317,AsTh8h4d,0.582333,0.009004,0.017648,3000
2318,AsKhJh9h,0.582333,0.009004,0.017648,3000
2319,As8h7s4h,0.582333,0.009004,0.017648,3000
2320,AsTs9h3d,0.582333,0.009004,0.017648,3000
2321,AsQh7d6h,0.582333,0.009004,0.017648,3000
2322,AsTh3s2h,0.582333,0.009004,0.017648,3000
2323,AsTh9d8h,0.582333,0.009004,0.017648,3000
2324,As7h6h4s,0.582333,0.009004,0.017648,3000
2325,AsJsTh5s,0.582333,0.009004,0.017648,3000
2326,AsJsJh5c,0.582333,0.009004,0.017648,3000
2327,AsQhTs6d,0.582333,0.009004,0.017648,3000
2328,KsKhJd4d,0.582333,0.009004,0.017648,3000
2329,KsKh9s5d,0.582333,0.009004,0.017648,3000
2330,AsJh9s7s,0.582333,0.009004,0.017648,3000
2331,KsKh8h5h,0.582333,0.009004,0.017648,3000
2332,AsQsJh8s,0.582333,0.009004,0.017648,3000
2333,AsQhJhTh,0.582333,0.009004,0.017648,3000
2334,AsQs6h5d,0.582000,0.009005,0.017650,3000
2335,AsQs6h3h,0.582000,0.009005,0.017650,3000
2336,AsAhAd6d,0.582000,0.009005,0.017650,3000
2337,AsJh9h7h,0.582000,0.009005,0.017650,3000
2338,AsTh6h3s,0.582000,0.009005,0.017650,3000
2339,AsKs5h3d,0.582000,0.009005,0.017650,3000
2340,AsKs6h3s,0.582000,0.009005,0.017650,3000
2341,As9h7s7h,0.582000,0.009005,0.017650,3000
2342,AsJh7d4h,0.582000,0.009005,0.017650,3000
2343,KsKhTs5s,0.582000,0.009005,0.017650,3000
2344,KsKhJs2d,0.582000,0.009005,0.017650,3000
2345,As5h4h3s,0.582000,0.009005,0.017650,3000
2346,As8h5h2s,0.582000,0.009005,0.017650,3000
2347,KsKhQd5s,0.582000,0.009005,0.017650,3000
2348,AsTh8d3s,0.582000,0.009005,0.017650,3000
2349,As8h6s5h,0.582000,0.009005,0.017650,3000
2350,AsKhTs8s,0.582000,0.009005,0.017650,3000
2351,As9s8h6s,0.582000,0.009005,0.017650,3000
2352,QsQh7h6s,0.582000,0.009005,0.017650,3000
2353,KsKh8s4d,0.582000,0.009005,0.017650,3000
2354,KsKhJh3h,0.582000,0.009005,0.017650,3000
2355,AsQsQh4c,0.582000,0.009005,0.017650,3000
2356,AsKh8d6d,0.582000,0.009005,0.017650,3000
2357,KsKh5h3h,0.582000,0.009005,0.017650,3000
2358,AsKh9h7h,0.582000,0.009005,0.017650,3000
2359,QsQh8h7s,0.582000,0.009005,0.017650,3000
2360,AsQs5s4h,0.582000,0.009005,0.017650,3000
2361,AsQhTh9d,0.582000,0.009005,0.017650,3000
2362,AsTs8s5s,0.582000,0.009005,0.017650,3000
2363,AsQh6s3h,0.582000,0.009005,0.017650,3000
2364,As9s6h3h,0.582000,0.009005,0.017650,3000
2365,AsKsTh8s,0.582000,0.009005,0.017650,3000
2366,AsTh5h3s,0.582000,0.009005,0.017650,3000
2367,AsTh8s4s,0.582000,0.009005,0.017650,3000
2368,As8h7h3s,0.582000,0.009005,0.017650,3000
2369,AsQsJh7d,0.582000,0.009005,0.017650,3000
2370,AsTh9s5s,0.582000,0.009005,0.017650,3000
2371,AsTs9s8h,0.582000,0.009005,0.017650,3000
2372,QsQh5s5h,0.581667,0.009006,0.017652,3000
2373,AsAhAdJc,0.581667,0.009006,0.017652,3000
2374,AsJs7h3h,0.581667,0.009006,0.017652,3000
2375,AsKs7s6s,0.581667,0.009006,0.017652,3000
2376,KsKh9d3d,0.581667,0.009006,0.017652,3000
2377,AsTs8h4s,0.581667,0.009006,0.017652,3000
2378,AsKs8h2h,0.581667,0.009006,0.017652,3000
2379,AsKh8h7d,0.581667,0.009006,0.017652,3000
2380,As8s7s6h,0.581667,0.009006,0.017652,3000
2381,KsJh8s7h,0.581667,0.009006,0.017652,3000
2382,AsQhJs7d,0.581667,0.009006,0.017652,3000
2383,AsKsQh5s,0.581667,0.009006,0.017652,3000
2384,AsKsQh5d,0.581667,0.009006,0.017652,3000
2385,AsKh9h8h,0.581667,0.009006,0.017652,3000
2386,KsKh6d3h,0.581667,0.009006,0.017652,3000
2387,QsQhJs9d,0.581667,0.009006,0.017652,3000
2388,AsJs8s7h,0.581667,0.009006,0.017652,3000
2389,AsTh8s6d,0.581667,0.009006,0.017652,3000
2390,AsKh4s2d,0.581667,0.009006,0.017652,3000
2391,AsKs5s4s,0.581667,0.009006,0.017652,3000
2392,KsQsQhTd,0.581667,0.009006,0.017652,3000
2393,AsAhAd6h,0.581333,0.009007,0.017654,3000
2394,As9h7s2h,0.581333,0.009007,0.017654,3000
2395,As8s5h2h,0.581333,0.009007,0.017654,3000
2396,KsKhTs3d,0.581333,0.009007,0.017654,3000
2397,KsJsTh9h,0.581333,0.009007,0.017654,3000
2398,AsTh7d5d,0.581333,0.009007,0.017654,3000
2399,AsTh9h5d,0.581333,0.009007,0.017654,3000
2400,AsTh9h4d,0.581333,0.009007,0.017654,3000
2401,QsQh8s7h,0.581333,0.009007,0.017654,3000
2402,AsQh9d7s,0.581333,0.009007,0.017654,3000
2403,AsKh5d4d,0.581333,0.009007,0.017654,3000
2404,AsQh9d5s,0.581333,0.009007,0.017654,3000
2405,AsKs7h2h,0.581333,0.009007,0.017654,3000
2406,AsKhTs7s,0.581333,0.009007,0.017654,3000
2407,AsKhTs6s,0.581333,0.009007,0.017654,3000
2408,AsJsTh2s,0.581333,0.009007,0.017654,3000
2409,AsQsJsTs,0.581333,0.009007,0.017654,3000
2410,AsKsQh4s,0.581333,0.009007,0.017654,3000
2411,KsKhJd5h,0.581333,0.009007,0.017654,3000
2412,AsKh8d4s,0.581333,0.009007,0.017654,3000
2413,Ks9h7s6h,0.581333,0.009007,0.017654,3000
2414,AsTs8s5h,0.581333,0.009007,0.017654,3000
2415,AsTh4h3s,0.581333,0.009007,0.017654,3000
2416,AsQh6s5d,0.581333,0.009007,0.017654,3000
2417,QsQhJs6h,0.581333,0.009007,0.017654,3000
2418,AsQhTd3h,0.581333,0.009007,0.017654,3000
2419,AsQh8s7s,0.581333,0.009007,0.017654,3000
2420,As8h7h4d,0.581333,0.009007,0.017654,3000
2421,AsQhJh3d,0.581333,0.009007,0.017654,3000
2422,AsQhJh2d,0.581333,0.009007,0.017654,3000
2423,As8s7h4s,0.581000,0.009008,0.017656,3000
2424,KsTs9h8h,0.581000,0.009008,0.017656,3000
2425,AsKh7s4s,0.581000,0.009008,0.017656,3000
2426,KsJsJh6h,0.581000,0.009008,0.017656,3000
2427,AsKhTd6h,0.581000,0.009008,0.017656,3000
2428,KsKhQh4h,0.581000,0.009008,0.017656,3000
2429,As8h7s4d,0.581000,0.009008,0.017656,3000
2430,AsTh9h3h,0.581000,0.009008,0.017656,3000
2431,AsTs9h5d,0.581000,0.009008,0.017656,3000
2432,AsQs8h2h,0.581000,0.009008,0.017656,3000
2433,KsKh5s4d,0.581000,0.009008,0.017656,3000
2434,KsKhQd9c,0.581000,0.009008,0.017656,3000
2435,KsKh6s5s,0.581000,0.009008,0.017656,3000
2436,KsQh6h5s,0.581000,0.009008,0.017656,3000
2437,AsKh7h4d,0.581000,0.009008,0.017656,3000
2438,KsTh9s7h,0.581000,0.009008,0.017656,3000
2439,As9h7d3s,0.581000,0.009008,0.017656,3000
2440,As7s5h3h,0.581000,0.009008,0.017656,3000
2441,AsKsJs3s,0.581000,0.009008,0.017656,3000
2442,AsTh5s4d,0.581000,0.009008,0.017656,3000
2443,AsTh7s3s,0.581000,0.009008,0.017656,3000
2444,AsQh8s5s,0.581000,0.009008,0.017656,3000
2445,QsQhTs5h,0.581000,0.009008,0.017656,3000
2446,QsQhTs3h,0.581000,0.009008,0.017656,3000
2447,AsQhJd3s,0.580667,0.009009,0.017658,3000
2448,AsKsJh9s,0.580667,0.009009,0.017658,3000
2449,KsKhJs4d,0.580667,0.009009,0.017658,3000
2450,AsQs7h2h,0.580667,0.009009,0.017658,3000
2451,KsKhQh2d,0.580667,0.009009,0.017658,3000
2452,AsKhJh5h,0.580667,0.009009,0.017658,3000
2453,AsQs9h6d,0.580667,0.009009,0.017658,3000
2454,QsQhJh5s,0.580667,0.009009,0.017658,3000
2455,AsJhTs7d,0.580667,0.009009,0.017658,3000
2456,AsQh8d7d,0.580667,0.009009,0.017658,3000
2457,AsKh9d5h,0.580667,0.009009,0.017658,3000
2458,AsQsJsJh,0.580667,0.009009,0.017658,3000
2459,AsKsQh8d,0.580667,0.009009,0.017658,3000
2460,KsKhJd6d,0.580667,0.009009,0.017658,3000
2461,As9h7h2s,0.580667,0.009009,0.017658,3000
2462,AsKhJs3d,0.580667,0.009009,0.017658,3000
2463,As8h7d4s,0.580667,0.009009,0.017658,3000
2464,AsQhJh2h,0.580667,0.009009,0.017658,3000
2465,QsQhTs8d,0.580667,0.009009,0.017658,3000
2466,AsJh8d5s,0.580333,0.009010,0.017660,3000
2467,AsQs9s8s,0.580333,0.009010,0.017660,3000
2468,KsQh9h8s,0.580333,0.009010,0.017660,3000
2469,AsQh7h6d,0.580333,0.009010,0.017660,3000
2470,KsKhJs9s,0.580333,0.009010,0.017660,3000
2471,AsKs8s7h,0.580333,0.009010,0.017660,3000
2472,AsKhJh8h,0.580333,0.009010,0.017660,3000
2473,As8h7s5d,0.580333,0.009010,0.017660,3000
2474,AsQh9h6s,0.580333,0.009010,0.017660,3000
2475,QsQhJh9h,0.580333,0.009010,0.017660,3000
